"73";"The helicopter pilot’s main controls are as follows:";"Collective Pitch Lever, Cyclic Pitch Control Column, Yaw Pedals, Throttle.";"Collective Pitch Lever, Cyclic Pitch Control Column, Yaw Pedals.";"Collective Pitch Lever, Cyclic Pitch, Throttle.";"";"a";"Aircraft General Knowledge";""
"74";"The Cyclic Pitch Control Column:";"Varies the pitch of each blade cyclically.";"Controls the movement of the helicopter about vertical axis in hovering.";"Simultaneously alters the pitch of all blades by the same amount.";"";"a";"Aircraft General Knowledge";""
"75";"The Collective Pitch Lever:";"Simultaneously alters the pitch of all blades by the same amount.";"Varies the pitch of each blade cyclically.";"Controls the movement of the helicopter about vertical axis in hovering.";"";"a";"Aircraft General Knowledge";""
"76";"Yaw Pedals:";"Controls the movement of the helicopter about vertical axis in hovering.";"Simultaneously alters the pitch of all blades by the same amount. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"Varies the pitch of each blade cyclically.";"";"a";"Aircraft General Knowledge";""
"77";"The essential difference between a conventional gas turbine and the free turbine or turbo-shaft type is that:";"The free turbine has a one or two stage turbine devoted to providing a power take- off to the helicopter main rotor gearbox.";"The conventional gas turbine has relatively low specific fuel consumption.";"The conventional gas turbine has the power take-off from the front of the engine.";"";"a";"Aircraft General Knowledge";""
"78";"Teetering type tail rotor requires:";"A feathering hinge only.";"A feathering hinge and a flapping hinge.";"A flapping hinge only.";"";"a";"Aircraft General Knowledge";""
"79";"A fin is fitted to helicopters that use the shrouded tail rotor („Fenestron”) system to give additional stability and in some cases camber is provided on one side of the fin:";"To produce a side force to assist in counteracting main rotor torque.";"Not to use servo unit for pitch control.";"To prevent helicopter drift during hovering in wind conditions.";"";"a";"Aircraft General Knowledge";""
"80";"The pitch of the tail rotor is controlled by the:";"Pilot’s yaw pedals.";"Collective Pitch Lever.";"Cyclic Stick Control Column.";"";"a";"Aircraft General Knowledge";""
"81";"As forward speed increases, the fuselage pitches nose down. The amount of pitching down is limited by the:";"Horizontal stabilizer at the tail.";"Cyclic stick forward movement.";"Amount of parasite drag.";"";"a";"Aircraft General Knowledge";""
"82";"If initial conditions of retreating blade stall are ignored, the next stage is:";"Pitch-up tendency and the helicopter will roll over towards the retreating blade.";"Pitch-down tendency and the helicopter will roll over towards the advancing blade.";"Loss of control immediately.";"";"a";"Aircraft General Knowledge";""
"83";"Connecting two 12 volt, 40 ampere-hour capacity batteries in series will provide a battery of:";"24 volts and 40 ampere-hours capacity.";"12 volts and 80 ampere-hours capacity.";"24 volts and 80 ampere-hours capacity.";"12 volts and 40 ampere-hours capacity.";"a";"Aircraft General Knowledge";""
"84";"Magnetos are:";"Self-contained, engine driven, electrical generators which produce high voltage sparks.";"Generators, driven by the cam-shaft, used to supply electrical equipment.";"Used to generate low voltage sparks for the spark-plugs. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"Fitted within the distributor and fire in the same sequence as the spark-plugs.";"a";"Aircraft General Knowledge";""
"85";"When turning through North in the Northern Hemisphere:";"Liquid swirl will increase the magnitude of any turning error.";"Turning errors are the greatest closer to the magnetic equator.";"Acceleration errors are always more significant than turning errors.";"The compass will be lively.";"a";"Aircraft General Knowledge";""
"86";"The Mechanical Tachometer:";"Works on the principle of a magnetic field being induced in a drag cup and creating a torque which rotates a shaft attached to the pointer on the dial of a Tachometer.";"Uses the friction generated in a drag cup to rotate shaft, which is connected to a pointer, against the pressure of a hairspring.";"Is driven directly from the prop shaft. Gears reduce the speed of rotation so that a generator can be used to produce a voltage proportional to shaft speed which is indicated on a gauge calibrated in RPM.";"Is driven directly from the alternator drive.";"a";"Aircraft General Knowledge";""
"87";"Pre-ignition in a four stroke piston engine is:";"The fuel-air mixture burning earlier than it should.";"Caused by a rich mixture in a hot engine.";"The explosive combustion of the fuel-air mixture.";"Characterised by the ringing nature of the explosion it causes.";"a";"Aircraft General Knowledge";""
"88";"Instruments normally supplied from the electrical system include the:";"Fuel quantity gauges and the turn co-ordinator.";"Engine RPM indicator and the fuel quantity gauges.";"Turn co-ordinator and oil pressure gauge.";"Engine RPM indicator and the turn co-ordinator.";"a";"Aircraft General Knowledge";""
"89";"Engine compression ratio is the ratio of the:";"Total volume to the clearance volume.";"Clearance volume to the swept volume.";"Swept volume to the total volume.";"Swept volume to the clearance volume.";"a";"Aircraft General Knowledge";""
"90";"In the event of an alternator or generator failure during flight, the:";"Electrical loads should be reduced to a minimum and a landing made as soon as safely practicable.";"Flight may be continued normally because the battery supplies all electrical loads.";"Alternator master switch should be turned off and flight continued normally without electrical power.";"";"a";"Aircraft General Knowledge";""
"91";"The purpose of the compass deviation card fixed next to an aircraft’s magnetic compass is to:";"Indicate the discrepancy between the heading shown on the compass and the actual magnetic heading. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"Compensate for the influence of magnetic material carried on the person, on the pilot, and/or passengers.";"Indicate the discrepancy between the aircraft’s track and magnetic north.";"Indicate the discrepancy between the aircraft’s track and true north.";"a";"Aircraft General Knowledge";""
"92";"Why do aircraft engine ignition systems incorporate a means of spark augmentation?";"Because the speed of rotation of the engine, during starting, is too low for the magneto to produce enough energy to ignite the air-fuel mixture.";"Because, at high engine speeds, a fat spark is needed to extract maximum power from the air-fuel mixture.";"In order to overcome the problem of spark-retard during starting.";"All of above.";"a";"Aircraft General Knowledge";""
"93";"Carbon monoxide gas, which is highly toxic, may enter in aircraft cabin in flight due to an exhaust system defect. Carbon Monoxide:";"Is odourless and colourless.";"May be identified by its strong smell.";"May be identified by its grey colour.";"Has a very distinctive taste.";"a";"Aircraft General Knowledge";""
"94";"A Directional Indicator:";"Suffers from apparent drift of the gyro from the fixed position in space to which it was aligned, produced by Earth rotation.";"Is badly affected by acceleration in a turn.";"Is not affected by drift produced from mechanical friction in the gyro gimbal bearings.";"Provides a stable reference in azimuth and elevation for maintaining accurate headings and pitch attitudes.";"a";"Aircraft General Knowledge";""
"95";"The type of gas which is stored in the activating cylinder of a life jacket:";"Is Carbon Dioxide.";"Is extremely toxic and great care should be taken, when topping up the lifejacket, not to breathe any of it in.";"Is highly inflammable.";"Is Carbon Monoxide.";"a";"Aircraft General Knowledge";""
"96";"In reference to the magnetic compass, the pilots must have in mind:";"The maximum turning errors are when turning through North and South, and minimum when turning through East and West.";"The maximum turning errors are when turning through East and West, and minimum when turning through North and South.";"The turning errors increase, the nearer the aircraft is to the Magnetic Equator, and diminish as the aircraft approaches the Magnetic Poles.";"Acceleration errors increase the nearer the aircraft is to the Magnetic Poles, and diminish as the aircraft approaches the Magnetic Equator.";"a";"Aircraft General Knowledge";""
"97";"The exhaust gas temperature gauge: FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"Can indicate whether the air-fuel mixture being drawn into the combustion chamber is too lean or too rich.";"Is an engine instrument designed to protect the engine from excessive heat.";"Does the same job as the cylinder head temperature gauge.";"Requires power from the D.C. bus-bar.";"a";"Aircraft General Knowledge";""
"98";"The correct working cycle of a four stroke engine is:";"Induction, compression, power, exhaust.";"Exhaust power induction, compression.";"Induction, power, compression, exhaust.";"Exhaust, induction, power, compression. aircraft’s";"a";"Aircraft General Knowledge";""
"99";"What will be the consequence for the validity of an Certificate of Airworthiness (C of A), if the aircraft is not maintained in accordance with the approved maintenance schedule detailed in C of A?";"The C of A will be rendered invalid until such time as the required maintenance is completed.";"The aircraft owner must apply to the CAA for an exemption from the required maintenance schedule.";"The C of A must be renewed before the aircraft may fly.";"The validity of the C of A will not be affected.";"a";"Aircraft General Knowledge";""
"100";"The crankshaft in a piston engine:";"Converts reciprocating movement into rotary motion.";"Controls the clearance of the valves.";"Converts rotary motion into reciprocating movement.";"Rotates at half the camshaft speed.";"a";"Aircraft General Knowledge";""
"101";"Pre-ignition:";"Is usually caused by a hot spot in the combustion chamber.";"Is also known as pinking.";"Occurs after ignition.";"Happens after the spark occurs at the plug.";"a";"Aircraft General Knowledge";""
"102";"The compression ratio of a piston engine is the ratio of the:";"Cylinder volume when the piston is at BDC to the cylinder volume when the piston is at TDC.";"Total cylinder volume to the volume when the piston is at bottom dead centre (BDC).";"Total cylinder volume to swept volume.";"Swept volume to clearance volume.";"a";"Aircraft General Knowledge";""
"103";"Detonation is:";"Unstable combustion.";"An explosion that occurs before the normal ignition point.";"Usually associated with a rich mixture and high temperature of cylinder’s head. cylinder’s";"Usually associated with a weak mixture and a low temperature of head. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"a";"Aircraft General Knowledge";""
"104";"If the power supply of the pitot heater failed during the flight in icing conditions and the aircraft subsequently descended, the readings on the Altimeter, the VSI and the ASI, if ice had blocked the pitot (Total Pressure) tube, would: Altimeter VSI ASI";"Read correctly/ Read correctly/ Under-read.";"Read correctly/ Under-read/ Over-read.";"Under-read/ Read correctly/ Over-read.";"Read correctly/ Read correctly/ Over-read.";"a";"Aircraft General Knowledge";""
"105";"The cylinder head temperature gauge:";"Obtains its temperature information from the hottest engine cylinder, by means of a probe consisting of two dissimilar metals joined together.";"Is primarily a fuel management instrument.";"Requires alternating current to power the instrument needle.";"Obtains its information from a probe which is installed about four inches from the cylinder head on the exhaust system.";"a";"Aircraft General Knowledge";""
"106";"The most probable cause of the oil pressure gauge’s needle fluctuating when the aircraft is in level flight with the engine running at cruise RPM is:";"A low oil supply.";"The presence of air in the oil tank.";"A loose electrical connection.";"The low power setting.";"a";"Aircraft General Knowledge";""
"107";"In the aircraft tanks, fuel is most likely to be contaminated by water from:";"Atmospheric air remaining in the tanks.";"Poorly fitting fuel caps.";"Contamination during re-fuelling.";"Leaks in the tanks that have let in rain.";"a";"Aircraft General Knowledge";""
"108";"An altimeter:";"Contains an aneroid capsule connected to a static pressure source. The capsule contracts during descent.";"Contains a barometric capsule, connected to a total pressure source, that contracts during descent.";"Contains a barometric capsule that expands during descent.";"Contains a partially evacuated capsule that expands during descent.";"a";"Aircraft General Knowledge";""
"109";"It is possible to get carburettor icing when the relative humidity is greater than 50% within a temperature range of: -70C +330C.";"to";"00C and below.";"-200C to +100C.";"At any temperature.";"a";"Aircraft General Knowledge";""
"110";"If a fuse blows during flight, it:";"May be replaced in the air once only, by one of the same valve. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"Should not be replaced until after landing.";"May be replaced by a fuse of a higher rating to ensure that it will not blow again.";"May be replaced as often as required.";"a";"Aircraft General Knowledge";""
"111";"If, while an aircraft is descending, the static vent leading to the Vertical Sped Indicator becomes blocked, the indicator will:";"Show a zero reading, after a short delay.";"Continue to show the same reading.";"Indicate a climb.";"Indicate a descent.";"a";"Aircraft General Knowledge";""
"112";"When an aircraft is in flight, the pressure sensed by the forward facing hole in the pitot tube is:";"Dynamic pressure plus static pressure.";"Static pressure only.";"Total pressure plus dynamic pressure.";"Dynamic pressure only.";"a";"Aircraft General Knowledge";""
"113";"The gyro in an aircraft horizon is:";"An Earth gyro rotating in a horizontal plane about a vertical axis.";"An Earth gyro rotating in a vertical plane about the aircraft’s lateral axis.";"An Earth gyro rotating in a vertical plane about the aircraft’s longitudinal axis.";"A tied gyro rotating in a horizontal plane about the aircraft’s longitudinal axis.";"a";"Aircraft General Knowledge";""
"114";"The main advantage of an alternator over a generator is that:";"An alternator will give almost full power at engine idling speed.";"A generator can only produce alternating current.";"The output of a generator fluctuates too much.";"An alternator produces direct current from its armature.";"a";"Aircraft General Knowledge";""
"115";"As air enters to the restriction of a Venturi, velocity ________, static or ambient pressure _______ and temperature ________:";"Increases/ decreases/ decreases.";"Increases/ increases/ increases.";"Decreases/ increases/ decreases.";"Decrease/ decrease/ increases.";"a";"Aircraft General Knowledge";""
"116";"Detonation is:";"Harmful to the pistons.";"Also known as the”piston slap”.";"Part of normal engine running.";"Cannot be identified externally.";"a";"Aircraft General Knowledge";""
"117";"A magnetic heading:";"Is the sum of the compass heading and compass deviation.";"Is the sum of the compass heading, compass deviation and variation.";"Is not affected by turning errors.";"Is always referenced to the True North. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"a";"Aircraft General Knowledge";""
"118";"To work at its highest efficiency, the engine:";"Needs to be at the highest temperature consistent with safe operation.";"Oil system must constantly be supplied with hot oil.";"Must be used at high altitude to take advantage of the cooling effect of the atmosphere.";"Needs to be at the lowest temperature consistent with safe operation.";"a";"Aircraft General Knowledge";""
"119";"What part(s) of a reciprocating aircraft engine seal(s) the combustion chamber?";"The cylinder rings and valves.";"The cylinder gasket.";"The spark plugs.";"The camshaft.";"a";"Aircraft General Knowledge";""
"120";"The piston rod in a reciprocating engine forms a link between:";"The cylinder piston and the crankshaft.";"The cylinder piston and the camshaft.";"The valve rod and the rocker arm.";"The rocker arm and the valve body.";"a";"Aircraft General Knowledge";""
"121";"What part in a reciprocating four-stroke engine operates the piston valves?";"The camshaft.";"The piston rod.";"The piston bolt.";"The diffusor valve.";"a";"Aircraft General Knowledge";""
"122";"The purpose of fins around cylinder of a reciprocating air-cooled aircraft engine is a:";"Better cylinder cooling.";"Cylinder augmentation.";"Lower engine aerodynamic drag.";"Lower engine mass.";"a";"Aircraft General Knowledge";""
"123";"Oil in a reciprocating engine serves:";"For lubricating and cooling the engine.";"To increase mixture combustion temperature in the cylinders.";"As additive for proper fuel-air which burns in the cylinder.";"For quiet engine operating only.";"a";"Aircraft General Knowledge";""
"124";"When the engine is stopped, the main source of electrical power is the:";"Battery.";"Magneto.";"Generator or alternator.";"Circuit breaker.";"a";"Aircraft General Knowledge";""
"125";"For exciting of the alternator an initial electrical current is needed, provided by the:";"Battery.";"Magneto.";"Ignition coil. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"Current distributor.";"a";"Aircraft General Knowledge";""
"126";"Can the alternator of an aircraft engine operate without the battery?";"No, in no case.";"Yes, provided the magnetos operate properly.";"Yes, however at high RPM only.";"Yes, provided the pilot has switched off all electrical services on board.";"a";"Aircraft General Knowledge";""
"127";"To which source of electrical power is the starter of an aircraft engine connected to?";"Directly to the battery.";"To the external source of electrical power only.";"To the alternator or generator.";"Depends on the type of aircraft.";"a";"Aircraft General Knowledge";""
"128";"One purpose of the dual ignition system on an aircraft engine is to provide for:";"Improved engine performance.";"Balanced cylinder head pressure.";"Uniform heat distribution.";"";"a";"Aircraft General Knowledge";""
"129";"What would be the result of a single magneto failure on an aircraft in cruise flight?";"A slight drop in RPM, plus a slight increase in fuel consumption.";"The engine would be difficult to control.";"The engine would backfire excessively.";"Black smoke would be observed from the exhaust.";"a";"Aircraft General Knowledge";""
"130";"On a reciprocating aviation engine, what is controlled by the exhaust temperature gauge (EGT)?";"Quality of the fuel/air mixture.";"Carburettor icing.";"Oil pressure.";"Oil consumption.";"a";"Aircraft General Knowledge";""
"131";"For inertial cooling, a reciprocating aircraft engine especially depends on:";"The air flowing over the exhaust manifold.";"The circulation of lubricating oil.";"A properly functioning thermostat.";"";"a";"Aircraft General Knowledge";""
"132";"Which instrument(s) is (are) connected to the total pressure?";"Airspeed indicator only.";"Airspeed indicator, classic rate-of-climb indicator, and altimeter.";"Classic vertical speed indicator and altimeter.";"Classic vertical speed indicator only.";"a";"Aircraft General Knowledge";""
"133";"What causes the true airspeed of an aircraft to differ from its indicated airspeed?";"The forward wind component.";"Pitot error caused by flow losses in the pitot tube.";"Yaw error caused by the yawing movement in cruise flight.";"Variation in temperature and air density. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H) PPL (H) – Aircraft General Knowledge";"a";"Aircraft General Knowledge";""
"134";"If set to QNH, what will be aircraft altimeter reading after landing?";"Airfield height above the mean sea level.";"Zero.";"Airfield height above the pressure plane 1013, 2 hPa.";"Airfield pressure altitude above the standard value.";"a";"Aircraft General Knowledge";""
"135";"If a pilot changes the altimeter setting to a lower pressure, the altitude indication will:";"Decrease.";"Stay unchanged.";"Increase.";"";"a";"Aircraft General Knowledge";""
"136";"If a flight is made from an area of high pressure into an area of low pressure without the altimeter setting being adjusted, the aircraft true altitude:";"Decreases.";"Increases.";"Stays unchanged. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL(H)";"";"a";"Aircraft General Knowledge";""
"1";"Maximum Landing Mass (MLM) is best defined as:";"Maximum permissible total mass on landing under normal operating conditions.";"Maximum permissible total mass on landing.";"Maximum permissible total mass on the approach to land.";"Maximum permissible total mass on taxiing to park.";"a";"Flight Performance";""
"2";"Helicopter Power Graph shows Rotor Profile Power and Induced Power with letters: (fig. PPL (H) FPP-2)";"“B” and “A”";"“B” and “C”";"“C” and “A”";"“C” and “B”";"a";"Flight Performance";""
"3";"Helicopter Power Graph shows Rotor Profile Power and Parasite Power with letters: (fig. PPL(H) FPP-2)";"“B” and “C”";"“B” and “A”";"“C” and “A”";"“C” and “B”";"a";"Flight Performance";""
"4";"What name is given to the load at which the aircraft structure will fail?";"Ultimate Load.";"Safety Factor Load.";"Limit Load.";"Maximum Load.";"a";"Flight Performance";""
"5";"An aircraft which has been grossly overloaded will: 1. Require increased take-off and landing distances. 2. Have a reduced IGE hover ceiling. 3. Have a reduced maximum level flight speed. 4. Have increased range and endurance. 5. Have a reduced rate of climb and operating ceiling. Which of the above are correct?";"1, 2, 3, & 5.";"1, 2, 4 & 5.";"2, 4 & 5.";"1, 2, 3 & 4.";"a";"Flight Performance";""
"6";"Maximum Zero Fuel Mass (MZFM) is best defined as:";"Maximum permissible mass of the aircraft with no useable fuel.";"Maximum permissible mass of the aircraft with no passengers or fuel.";"Maximum permissible mass of the aircraft with no crew or fuel. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL (H) PPL (H) – Flight Performance and Planning";"Maximum permissible mass of the aircraft without occupants and baggage.";"a";"Flight Performance";""
"7";"Maximum Take of Mass (MTOM) is best defined as:";"Maximum permissible total mass at the start of the take off run.";"Maximum permissible total mass prior to taxiing.";"Maximum permissible total mass prior to take off.";"Maximum permissible total mass at the point of transition from hover to forward flight.";"a";"Flight Performance";""
"8";"Which of the following situations may, under certain conditions, result in structural damage occurring?";"An aircraft being flown above its maximum all up mass.";"An aircraft in the utility category being flown at its maximum permissible mass.";"An aircraft being flown above its maximum landing mass.";"An aircraft in the normal category being flown at its maximum permissible mass.";"a";"Flight Performance";""
"9";"Never exceed speed (VNE) is the red radial line on the ASI and marks the speed at which:";"Flight is permitted in smooth conditions only.";"Prolonged flight is unsafe.";"Flight is prohibited.";"Structural damage will occur.";"a";"Flight Performance";""
"10";"Helicopter Power Graph shows Induced Power and Parasite Power with letters: (fig. PPL (H) FPP-2)";"“A” and “C”";"“B” and “A”";"“A” and “A”";"“C” and “B”.";"a";"Flight Performance";""
"11";"Your aircraft has an oil reservoir with a capacity of 3 imp/gal which is positioned 20 inches aft of the datum. Given that the oil weighs 9.1 lbs/gal, the reservoir will possess a moment of:";"546 lb in.";"60 lb in.";"27.3 lb in.";"182 lb in.";"a";"Flight Performance";""
"12";"Rotor Profile Power is:";"Power required to drive the main rotor, tail rotor and ancillary equipment.";"Power required to induce flow and produce rotor thrust.";"Power required to overcome fuselage parasite drag.";"Power required to maintain good landing profile.";"a";"Flight Performance";""
"13";"An aircraft is loaded such that its C of G is on the aft limit: I) It is significant to command stick in reverse to keep the helicopter hovering. II) It is significant to command stick in forward to keep the helicopter hovering. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL (H) PPL (H) – Flight Performance and Planning III) During take off it is possible to have a contact of tail rotor with the ground. IV) Stick forces increase, which is a negative factor.";"Only II and III are correct.";"All of the above are correct.";"Only I and IV are correct.";"Only II and IV are correct.";"a";"Flight Performance";""
"14";"Certification requirements stipulate that when loading a light aircraft:";"The C of G should remain within the defined limits and the Maximum Take-off Mass must not be exceeded.";"All seats, baggage compartments and fuel tanks are contained within the C of G limits so that it is impossible to load the aircraft beyond its limits.";"With maximum traffic load and full fuel the aircraft will not exceed the authorised Maximum Takeoff Mass.";"That the Maximum Take-off Mass is not exceeded, and the C of G remains at least 5% inside the C of G limits.";"a";"Flight Performance";""
"15";"Induced Power is the:";"Power required to induce flow and produce rotor thrust.";"Power required to drive the main rotor, tail rotor and ancillary equipment.";"Power required to overcome fuselage parasite drag.";"Power required to induce alternating current AC.";"a";"Flight Performance";""
"16";"DOM (Dry Operating Mass) is defined as:";"The total mass of the aircraft ready for a specific type of operation including crew, crew baggage and special equipment but excluding useable fuel and traffic load.";"The total mass of the aircraft ready for a specific type of operation including: crew and crew baggage, catering and removable passenger service equipment and fuel.";"The total mass of the aircraft ready for a specific type of operation including: crew and crew baggage, catering and removable passenger service equipment and traffic load.";"The total mass of the aircraft ready for a specific type of operation including: crew and crew baggage, catering and removable passenger service equipment, traffic load and fuel.";"a";"Flight Performance";""
"17";"An aircraft loaded in a dangerous manner, so that its C of G is beyond its forward limit will:";"Will require longer available distance for landing due to limited possibility for flare.";"While cruising and in a condition with strong gusting wind, would prevent us to pitch up.";"Require less effort to rotate on take off.";"Have both an increased range and endurance.";"a";"Flight Performance";""
"18";"The flight characteristics of an aircraft which has its C of G at the forward limit will be:";"Insensitivity to Pitch Control and great Longitudinal Stability.";"Insensitivity to Pitch Control and little Longitudinal Stability. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL (H) PPL (H) – Flight Performance and Planning";"Sensitivity to Pitch Control and little Longitudinal Stability.";"Sensitivity to Pitch Control and great Longitudinal Stability.";"a";"Flight Performance";""
"19";"An aircraft weighing 2000 lbs with a total C of G moment of + 169400 lb in uplifts 440 lbs of fuel. If the effective arm of the fuel is 88.5 inches aft of the datum, what will be the aircraft's new mass and C of G moment?";"2440 lbs +208340 lb in.";"1560 lbs +208340 lb in.";"2440 lbs +169488.5 lb in.";"1560 lbs +169488.5 lb in.";"a";"Flight Performance";""
"20";"You plan to carry your aircraft's maximum permissible 'Traffic Load'. Your principal consideration during your flight planning will be that:";"Your fuel load may have to be limited to prevent you exceeding the Maximum All Up";"Weight /Mass.";"It is mandatory to carry a full fuel load when carrying passengers.";"The fuel load is accounted for in 'Traffic Load' calculations. e. The 'Traffic Load' may have to be reduced to allow for the full fuel load.";"a";"Flight Performance";""
"21";"Traffic Load:";"Is the total mass of passengers, baggage and freight.";"Includes drinkable water and lavatory chemicals.";"Is the total mass of passengers, baggage and freight and fuel.";"Includes the Basic Empty Mass.";"a";"Flight Performance";""
"22";"The consequences of operating a helicopter with the C of G beyond the aft limit will be: I) During take off it is possible to have a contact of tail rotor with the ground. II) It is significant to command stick in forward to keep the helicopter hovering. III) While cruising and in a condition with strong gusting wind, would prevent us to pitch up.";"All statements are correct.";"Only statement I) is correct.";"Only statements I) and IV) are correct.";"Only statements II) and III) are correct.";"a";"Flight Performance";""
"23";"Parasite Power is:";"Power required to overcome fuselage parasite drag.";"Power required to induce flow and produce rotor thrust.";"Power required to drive the main rotor, tail rotor and ancillary equipment.";"Power required for ground taxi.";"a";"Flight Performance";""
"24";"Using density altitude chart (fig. PPL (H) FPP-3) determine density altitude for given conditions: Elevation of heliport = 3000ft QNH = 29.92 in OAT = +9°C FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL (H) PPL (H) – Flight Performance and Planning";"3000ft";"4000ft";"5000ft";"2000ft.";"a";"Flight Performance";""
"25";"What is used as the aircraft reference for the C of G limit?";"Datum";"MR shaft";"TR shaft";"The most forward or most rearward point of helicopter.";"a";"Flight Performance";""
"26";"C of G limits are set by the manufacturer and:";"Are mandatory.";"Have only a forward limit.";"Are a guide only.";"Have only an aft limit";"a";"Flight Performance";""
"27";"Your aircraft has: A Take-off Mass of = 2353 lbs A calculated C of G for departure = 89.75 inches aft of the datum An estimated fuel burn = 200 lbs with a C of G 85.00 inches aft of datum. The position of the C of G on landing will be?";"90.19 inches aft of the datum.";"82.52 inches aft of the datum.";"105.98 inches aft of the datum.";"96.97 inches aft of the datum.";"a";"Flight Performance";""
"28";"Using density altitude chart (fig. PPL(H) FPP-3) determine density altitude for given conditions: Elevation of heliport = 3000ft QNH = 28.85 in OAT = -1°C";"3000ft.";"4000ft.";"5000ft.";"2000ft.";"a";"Flight Performance";""
"29";"When calculating the MZFM (maximum zero fuel mass), the following are included:-";"Crew, Passengers, Baggage & Catering.";"Crew, Passengers & Baggage.";"Crew, Passengers, Baggage, Catering & Fuel.";"Drinkable water and lavatory chemicals.";"a";"Flight Performance";""
"30";"Using density altitude chart (fig. PPL (H) FPP-3), determine density altitude for given conditions: Elevation of heliport = 6000ft QNH = 29.4 in OAT = +20°C FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL (H) PPL (H) – Flight Performance and Planning";"8500ft";"8000ft";"6700ft";"7200ft.";"a";"Flight Performance";""
"31";"What is the effect of runway slope on the take-off?";"An uphill slope will increase the take-off distance.";"An uphill slope will increase the take-off performance.";"A downhill slope will increase the take-off distance";"A downhill slope will decrease the take-off performance.";"a";"Flight Performance";""
"32";"That part of a runway surface which is used for normal operations during take-off, excluding any clearway or stopway, is referred to as:";"The take-off run available (TORA).";"The landing distance available (LDA).";"The take-off distance available (TODA).";"The emergency distance available (EMDA).";"a";"Flight Performance";""
"33";"If the density of the atmosphere is reduced, the take-off distance will be:";"Increased.";"Decreased.";"Unaffected.";"Controlled by wind.";"a";"Flight Performance";""
"34";"If the density of the air is increased above ISA conditions, the effect will be:";"To increase the take-off performance.";"To increase the take-off distance.";"To decrease the take-off performance.";"To decrease just the take-off run.";"a";"Flight Performance";""
"35";"When the density of the atmosphere is relatively low, the resulting reduction in:";"Both lift and engine power will require a longer take-off distance.";"Thrust and drag has no apparent effect on the take-off distance required.";"Have an increased OGE hover ceiling.";"Drag offsets the loss of engine power giving improved acceleration.";"a";"Flight Performance";""
"36";"Using Hover Ceiling vs. Gross Weight graph determine ceiling hover in-ground effect for given condiotins: (fig. PPL(H) FPP-4) All up weight = 1225 lb OAT = +25°C";"6.750 ft";"5.000 ft";"8.000 ft";"7.250 ft.";"a";"Flight Performance";""
"37";"Increasing the aircraft's gross weight will have what effect on the take-off?";"Decreasing acceleration and increasing the take-off distance required.";"Decrease the Initial climb angle and decrease the take-off distance required. FLIGHT CREW LICENSING DEPARTMENT THEORETICAL KNOWLEDGE EXAMINATION FOR PPL (H) PPL (H) – Flight Performance and Planning";"Increase the Initial climb angle and decrease the take-off run required.";"Decrease the take-off speed and decrease the take-off distance required.";"a";"Flight Performance";""
"38";"Using Hover Ceiling vs. Gross Weight graph determine ceiling hover out-ground effect All up weight = 1175 lb OAT = +35°C";"5.250 ft";"7.250 ft";"8.000 ft";"6.250 ft.";"a";"Flight Performance";""
"39";"Climbing at Vy will achieve:";"The greatest increase in altitude in a given period of time.";"The maximum angle of climb.";"The maximum increase in height in the shortest horizontal distance.";"The best obstacle clearance performance.";"a";"Flight Performance";""
"40";"To gain the greatest amount of height in the shortest time period the aircraft should be flown at:";"The best rate of climb speed (Vy).";"60 KT";"The best angle of climb speed (Vx).";"At the speed for maximum endurance.";"a";"Flight Performance";""
