"82";"Odredi maksimalnu brzinu bocnog vetra pod 30° ako je maksimalno dozvoljeni bocni vetar za avion 10 kts? (Vidi sliku PPL FPP-13).";"20 kts.";"13 kts.";"16 kts.";"18 kts.";"a";"Performanse leta i planiranje"
"83";"Odredi maksimalnu brzinu bocnog vetra pod 40° ako je maksimalno dozvoljeni bocni vetar za avion 10 kts? (Vidi sliku PPL FPP-13).";"15 kts.";"20 kts.";"18 kts.";"12 kts.";"a";"Performanse leta i planiranje"
"84";"Odredi maksimalnu brzinu bocnog vetra pod 45° ako je maksimalno dozvoljeni bocni vetar za avion 25 kts? (Vidi sliku PPL FPP-13).";"35 kts.";"18 kts.";"25 kts.";"29 kts.";"a";"Performanse leta i planiranje"
"85";"Sa javljenim vetrom 360°/20 kts vi prilazite aerodromu. Koju pistu (06,14 or 24) cete izabrati za sletanje ako vaš avion ima maksimalno dozvoljenu brzinu bocnog vetra na sletanju 13-knots? (Vidi sliku PPL FPP-13). ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 12 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 12 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"RWY 32.";"RWY 06.";"RWY 14.";"RWY 24.";"a";"Performanse leta i planiranje"
"86";"Suva operativna težina je definisana kao:";"Ukupna masa vazduhoplova opremljenog za odredenu vrstu letackih zadataka ukljucujuci i posadu, prtljag posade i posebnu opremu , bez potrebnog goriva i tereta za transport.";"Ukupna masa vazduhoplova opremljenog za odredenu vrstu letackih zadataka ukljucujuci i posadu, prtljag posade, ketering i pokretnu opremu za posluženje putnika i gorivo.";"Ukupna masa vazduhoplova opremljenog za odredenu vrstu letackih zadataka ukljucujuci i posadu, prtljag posade, ketering i pokretnu opremu za posluženje putnika i teret za transport.";"Ukupna masa vazduhoplova opremljenog za odredenu vrstu letackih zadataka ukljucujuci i posadu, prtljag posade, ketering i pokretnu opremu za posluženje putnika, teret za transport i gorivo.";"a";"Performanse leta i planiranje"
"87";"U horizontalnom letu promena u uzgonu prouzrokuje debalans u ravnoteži sila i kompenzuje se:";"silom na dole na repne površine.";"silom na gore na repne površine.";"povecanjem snage.";"smanjenjem otpora.";"a";"Performanse leta i planiranje"
"88";"U kojoj kategoriji, opštoj ili normalnoj, ocekuješ da letiš vazduhoplov prikazan na dodatoj envelopi centra težišta/moment, ako je njegova masa 2100 lbs i moment centra težišta 90,000 lb inches? (Vidi sliku PPL FPP-7).";"Normalnoj.";"Opštoj.";"Obe.";"Nijedna.";"a";"Performanse leta i planiranje"
"89";"Ugao penjanja vazduhoplova za vreme stalnog penjanja zavisi od:";"viška (rezerve) potiska.";"raspoložive snage.";"potrebnog potiska.";"";"a";"Performanse leta i planiranje"
"90";"Ukupna masa tereta ( ukupno opterecenje ).";"Ukupna masa putnika , prtljaga i robe.";"Ukljucuje vodu za pice i hemijska sredstva u toaletu.";"Ukupna masa putnika , prtljaga , robe i goriva.";"Ukljucuje bazicnu masu praznog aviona.";"a";"Performanse leta i planiranje"
"91";"Uporedujuci sletanje na ravnu pistu, šta ce se dogoditi kada slecemo na pistu sa nagnutosti nizbrdo?";"povecace se dužina sletanja.";"Poboljšace se performanse na sletanju.";"smanjice se dužina sletanja.";"nema uticaja na dužinu sletanja.";"a";"Performanse leta i planiranje"
"92";"Uzgon nastao na krilima vazduhoplova koji penje i održava stalnu brzinu ce biti:";"veci od težine.";"manji od težine.";"jednak težini.";"nezavisan od težine.";"a";"Performanse leta i planiranje"
"93";"Vaš vazduhoplov ima uljni rezervoar kapaciteta 3 imp/gal, koji je postavljen 20 inches iza referentne linije. Data je težina ulja 9.1 lbs/gal. Moment rezervoara je: ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 13 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 13 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"546 lb in.";"60 lb in.";"27.3 lb in.";"182 lb in.";"a";"Performanse leta i planiranje"
"94";"Vazduhoplov bez motora ce preleteti najduži put sa date visine na napadnom uglu pri kome je:";"indicirani otpor i parazitski otpor jednak.";"parazitski otpor najmanji.";"parazitski otpor jednak koeficijentu uzgona.";"";"a";"Performanse leta i planiranje"
"95";"Vazduhoplov koji je mnogo preopterecen ce: 1 Zahtevati povecane dužine poletanja i sletanja 2 Imati vece brzine prevlacenja 3 Imati umanjenu maksimalnu brzinu na nivou leta 4 Imati povecan dolet i autonomiju leta 5 Imati umanjenu brzinu penjanja i op";"1, 2, 3, & 5.";"1, 2, 4 & 5.";"2, 4 & 5.";"1, 2, 3 & 4.";"a";"Performanse leta i planiranje"
"96";"Vazduhoplov težine 2000 lbs sa ukupnim momentom centra težišta od + 169400 lb-in napunjen je sa 440 lbs goriva. Ako je efektivni krak goriva 88.5 inches, nazad u odnosu na referentnu liniju, kolika ce biti nova masa vazduhoplova i momenat centra težišta?";"2440 lbs +208340 lb in.";"1560 lbs +208340 lb in.";"2440 lbs +169488.5 lb in.";"1560 lbs +169488.5 lb in.";"a";"Performanse leta i planiranje"
"97";"Vazduhoplovu koji je natovaren na opasan nacin, tako da mu je centar težišta van njegove prednje granice ce se:";"Povecati uzdužna stabilnost i brzina prevlacenja.";"Zahtevati manji napor za ravnanje na sletanju.";"Zahtevati manji napor za odlepljenje na poletanju.";"Povecati dolet i autonomija leta.";"a";"Performanse leta i planiranje"
"98";"Visina po gustini može biti približno proracunata od visine po pritisku bez upotrebe navigacijskog racunara:";"povecanjem/smanjenjem visine po pritisku 120 ft za svaki °C odstupanja iznad/ispod standardne temperature.";"povecanjem/smanjenjem apsolutne visine iznad nivoa mora za razliku izmedu standardnog i aktuelnog atmosferskog pritiska, pretvorenim u visinu.";"povecanjem visine po pritisku 4% za svakih 10°C odstupanja od standardne temperature.";"";"a";"Performanse leta i planiranje"
"99";"Vref koja treba biti dostignuta na visini 50ft u prilazu na sletanje mora biti:";"1.3 brzine prevlacenja u sletnoj konfiguraciji.";"1.15 brzine prevlacenja u poletnoj konfiguraciji.";"1.43 brzine prevlacenja u sletnoj konfiguraciji.";"33% brzine prevlacenja.";"a";"Performanse leta i planiranje"
"100";"Zašto moramo izbegavati letenje brzinom vecom od VNE?";"Konstruktivni ( projektovani ) faktor opterecenja može biti prekoracen u uslovima „gasta"".";"Prekomeran indukovani otpor može prouzrokovati strukturalne otkaze.";"Efikasnost komandi je toliko umanjena pa vazduhoplov postaje neupravljiv.";"";"a";"Performanse leta i planiranje"
"101";"Koja je maksimalna kolicina prtljaga koja može biti natovarena na avion normalne kategorije, da bi centar težišta ostao u okviru odgovarajuceg limita? (Vidi sliku PPL FPP-17D) ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 14 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 14 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"105 lbs.";"120 lbs.";"90 lbs.";"75 lbs.";"a";"Performanse leta i planiranje"
"102";"Koliko se maksimalno može sipati goriva u vazduhoplov koji je natovaren na sledeci nacin? (Vidi sliku PPL FPP-17C)";"40 USA gal.";"24 USA gal.";"34 USA gal.";"46 USA gal.";"a";"Performanse leta i planiranje"
"103";"Odredi moment sa sledecim podacima: (Vidi sliku PPL FPP-17B)";"74.9 lbxin.";"38.7 lbxin.";"69.9 lbxin.";"77.0 lbxin.";"a";"Performanse leta i planiranje"
"104";"Proracunaj brzinu uzdizanja za vazduhoplov koji leti na visini 5000f na temperaturi spoljnjeg vazduha od 0°C. (Vidi sliku PPL FPP-8).";"530 fpm.";"585 fpm.";"475 fpm.";"470 fpm.";"a";"Performanse leta i planiranje"
"105";"Vaš vazduhoplov ima: Masu na poletanju: 2353 tbs Proracunati položaj centra težišta na poletanju: 89.75 inches iza referentne linije Predvidenu potrošnju goriva: 200 lbs sa centrom težišta 85.00 inches nazad od referentne linije. Koja ce biti pozicij";"90.19 inches iza referentne linije.";"82.52 inches iza referentne linije.";"105.98 inches iza referentne linije.";"96.97 inches iza referentne linije.";"a";"Performanse leta i planiranje"
"106";"Kakav uticaj na visinu po gustini ima povecanje temperature za 12°C?";"povecanje za 1,440-foot.";"smanjenje za 1,650-foot.";"smanjenje za 1,340-foot.";"povecanje za 1,650-foot.";"a";"Performanse leta i planiranje"
"107";"Kolika je približno visina po pritisku , ako je visinomer podešen na 1010 hPa i pokazuje visinu 1,380 ft?";"1,470 ft.";"1,200 ft.";"1,300 ft.";"1,400 ft.";"a";"Performanse leta i planiranje"
"108";"Koliko je povecanje visine po gustini ako se temperatura poveca sa 0 na 10°C i ako visina aerodroma po pritisku ostane 3,000 ft?";"1,200 ft.";"3,000 ft.";"2,200 ft.";"2,000 ft.";"a";"Performanse leta i planiranje"
"109";"Odredi približno visinu aerodroma po gustini, kada je temperatura standardna i visinomer podešen na 1011hPa pokazuje 1,300 ft.";"1,360 ft.";"1,240 ft. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 15 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 15 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"1,300 ft.";"1,400 ft.";"a";"Performanse leta i planiranje"
"110";"Odredi visinu aerodroma po gustini za sledece uslove: QNH. 1025 hPa temperatura -4°C nadmorska visina 3,850 ft.";"2,050 ft.";"2,900 ft.";"3,500 ft.";"3,800 ft.";"a";"Performanse leta i planiranje"
"111";"Odredi visinu aerodroma po gustini za uslove: QNH 1010 hPa temperatura 27°C nadmorska visina 5,250 ft.";"7,890 ft.";"4,600 ft.";"5,875 ft.";"8,800 ft.";"a";"Performanse leta i planiranje"
"112";"Odredi visinu po pritisku ako je instrumentalna visina 1,380 ft sa visinomerom podešenim na 1013.2 hPa i standardnom temperaturom.";"1,380 ft.";"1,280 ft.";"1,480 ft.";"1,580 ft.";"a";"Performanse leta i planiranje"
"113";"Kolika ce biti vazdušna brzina aviona u horizontalnom letu pri sledecim uslovima: (Vidi sliku PPL FPP-14) Visina po pritisku 8,000 ft temperatura 20°C ispod standardne podešena snaga 55%.";"104 kts.";"110 kts.";"115 kts.";"120 kts.";"a";"Performanse leta i planiranje"
"114";"Odredi dužinu poletanja sa nadvišavanjem prepreka 50-foot pod sledecim uslovima. (Vidi sliku PPL FPP-15) Visina po pritisku 0 ft Temperatura standardna Masa 1900 lb Vetar bez vetra Podloga trava, suva.";"1,030 ft.";"920 ft.";"950 ft.";"1,180 ft.";"a";"Performanse leta i planiranje"
"115";"Odredi dužinu poletanja sa nadvišavanjem prepreka 50-foot pod sledecim uslovima: (Vidi sliku PPL FPP-15) Visina po pritisku 2,000 ft temperatura 30°C masa 2100 lb vetar ceoni 18 kt podloga trava, suva.";"1,350 ft.";"1,555 ft.";"1,565 ft.";"2,945 ft. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 16 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 16 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"a";"Performanse leta i planiranje"
"116";"Odredi dužinu poletanja sa nadvišavanjem prepreka 50-foot za sledece uslove: (Vidi sliku PPL FPP-15) Visina po pritisku 4,000 ft temperatura 15°C masa 2300 lb vetar bez vetra podloga asvalt.";"2,100 ft.";"1,125 ft.";"1,210 ft.";"1,970 ft.";"a";"Performanse leta i planiranje"
"117";"Odredi dužinu protrcavanja po pisti posle sletanja. (Vidi sliku PPL FPP-16) Visina po gustini 0 ft temperatura 10°C masa 2300 lb vetar ceoni 10 kt podloga trava, suva.";"1,110 ft.";"510 ft.";"765 ft.";"1,850 ft.";"a";"Performanse leta i planiranje"
"118";"Odredi dužinu protrcavanja posle sletanja. (Vidi sliku PPL FPP-16) Visina po pritisku 0 ft temperatura 15°C masa 2300 lb vetar bez vetra podloga šljunak sa katranom (tarmac ).";"520 ft.";"510 ft.";"530 ft.";"545 ft.";"a";"Performanse leta i planiranje"
"119";"Odredi dužinu protrcavanja posle sletanja. (Vidi sliku PPL FPP-16) visina po pritisku 3,000 ft temperatura 20°C masa 2200 lb vetar bez vetra podloga trava, suva.";"855 ft.";"590 ft.";"660 ft.";"685 ft.";"a";"Performanse leta i planiranje"
"120";"Odredi potrebnu dužinu zaleta u poletanju. (Vidi sliku PPL FPP-15) Visina 2,000 ft temperatura 40°C masa. 2100 lb vetar.ledni 4 kt podloga.šljunak sa katranom (tarmac ).";"1,120 ft.";"565 ft.";"850 ft.";"935 ft.";"a";"Performanse leta i planiranje"
"121";"Odredi ukupnu dužinu sletanja sa nadvišavanjem prepreka 50-foot. (Vidi sliku PPL FPP-16) Visina po pritisku 1,000 ft temperatura 10°C masa 2300 lb vetar ledni10 kt podloga šljunak sa katranom (tarmac ).";"1,900 ft. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 17 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 17 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"1,265 ft.";"1,360 ft.";"1,850 ft.";"a";"Performanse leta i planiranje"
"122";"Odredi da li je masa vazduhoplova u granicama limita (normalne kategorije) (Vidi sliku PPL FPP-17A)";"U okviru limita.";"Napred u odnosu na prednju granicu.";"U okviru limita, blizu prednjeg limita.";"Nazad u odnosu na zadnji limit.";"a";"Performanse leta i planiranje"
"123";"Odredi ukupnu potrebu dužinu sletanja sa nadvišavanjem prepreka 50-foot. (Vidi sliku PPL FPP-16) Visina po pritisku 0 ft temperatura 0°C masa 2300 lb vetar ceoni 18 kt podloga trava, suva.";"1,140 ft.";"965 ft.";"1,205 ft.";"1,445 ft.";"a";"Performanse leta i planiranje"
"124";"Odredi ukupnu potrebu dužinu sletanja sa nadvišavanjem prepreka 50-foot. (Vidi sliku PPL FPP-16) Visina po pritisku 1,500 ft temperatura 30°C masa 2300 lb vetar bez vetra podloga šljunak sa katranom (tarmac ).";"1,350 ft.";"1,385 ft.";"1,320 ft.";"1,280 ft.";"a";"Performanse leta i planiranje"
"125";"Sa povecanjem težine, dolet vazduhoplova se:";"smanjuje.";"ne menja.";"povecava.";"smanjuje, ako nije ostvareno povecanje uzgona.";"a";"Performanse leta i planiranje"
"126";"Sertifikacioni zahtevi upucuju da kada tovarimo laki avion:";"Centar težišta mora biti u okviru odredenih limita i maksimalna masa na poletanju ne sme se prekoraciti.";"Sva sedišta, prtljažni prostori i rezervoari goriva su u okviru limita centra težišta , tako da je nemoguce opteretiti vazduhoplov preko limita.-.";"Sa maksimalnim brojem putnika i prtljaga i pun goriva, vazduhoplov nece preci odobrenu maksimalnu masu na poletanju.";"Da maksimalna masa na poletanju se ne prelazi, i centar težišta da bude najmanje 5% unutar dozvoljenih granica.";"a";"Performanse leta i planiranje"
"127";"Sletanje se vrši u vetar zato što:";"to ce smanjiti brzinu u odnosu na zemlju i potrebnu dužinu sletanja.";"to ce povecati brzinu u odnosu na zemlju i smanjiti potrebnu dužinu sletanja.";"to ce smanjiti brzinu u odnosu na zemlju i raspoloživu dužinu sletanja.";"to omogucava pilotu bolju kontrolu vazduhoplova na manjim brzinama.";"a";"Performanse leta i planiranje"
"128";"Šta je razlog povecanja brzine u produženom penjanju?";"Povecanje protoka vazduha kroz motor i time hladenje motora.";"Održavanje najbolje brzine penjanja.";"Smanjenje buke prouzrokovane vazduhoplovom u osetljivim oblastima.";"Održavanje brzine najboljeg ugla penjanja. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 18 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 18 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"a";"Performanse leta i planiranje"
"129";"Šta je visina po gustini?";"visina po pritisku ispravljena za nestandardnu temperaturu.";"relativna visina iznad standardne referentne ravni.";"apsolutna visina ocitana direktno na visinomeru.";"";"a";"Performanse leta i planiranje"
"130";"Šta je visina po pritisku?";"Instrumentalna visina, kada je skala barometarskog pritiska postavljena na 1013.2 hPa.";"Instrumentalna visina ispravljena za grešku položaja i ugradnje.";"Instrumentalna visina ispravljena za nestandardnu temperaturu i pritisak.";"";"a";"Performanse leta i planiranje"
"131";"Šta moramo prvo uraditi u slucaju otkaza motora u letu?";"Podesiti položaj za jedrenje za brzinu najboljeg jedrenja.";"mora se pristupiti grejanju karburatora.";"Postaviti rucicu smeše u krajnji položaj bogata smeša ( FULL RICH ).";"Izabrati prikladan teren za prinudno sletanje.";"a";"Performanse leta i planiranje"
"132";"Šta se koristi kao osnova za odredivanje granica centra težišta i na kojim osama se on nalazi? Osa / Reference.";"Uzdužna / Datum ( referentna linija ).";"Normalna / obloga glavcine elise.";"Poprecna / Rep.";"Vertikalna / Tockovi.";"a";"Performanse leta i planiranje"
"133";"Šta znaci brzina najvece autonomije leta za elisne avione?";"Maksimalno vreme leta po jedinici goriva ( let sa minimalnom snagom ).";"Maksimalni predeni put po jedinici goriva ( let sa minimalnim otporom ).";"Maksimalni put izmedu dva sletanja.";"";"a";"Performanse leta i planiranje"
"134";"Kolika ce biti ocekivana potrošnja goriva za let od 350 nm pod sledecim uslovima: (Vidi sliku PPL FPP-14) Visina po pritisku 4,000 ft temperatura 20°C ispod standarda podešena snaga 60% vetar bez vetra.";"22.7 USA gal.";"14.9 USA gal.";"15.3 USA gal.";"18.6 USA gal.";"a";"Performanse leta i planiranje"
"135";"Kolika je ocekivana potrošnja goriva pod sledecim uslovima: (Vidi sliku PPL FPP-14) Visina po pritisku 8,000 ft temperatura 20°C ispod standardna podešena snaga 55%.";"6.2 USA gal/h.";"5.7 USA gal/h.";"5.8 USA gal/h.";"6.8 USA gal/h.";"a";"Performanse leta i planiranje"
"136";"Koliki obrtaji motora moraju biti približno podešeni za vreme krstarenja na 2,000 ft i na standardnoj temperaturi kako bi ostvarili 60% snage? (Vidi sliku PPL FPP-14).";"2300 RPM.";"2500 RPM.";"2400 RPM.";"2200 RPM. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 19 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 19 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"a";"Performanse leta i planiranje"
"137";"Kolika ce biti ocekivana potrošnja goriva za let od 250 nm pod sledecim uslovima: (Vidi sliku PPL FPP-14) Visina po pritisku 6,000 ft temperatura 20°C iznad standardne podešena snaga 60% vetar bez vetra.";"15.1 USA gal.";"19.7 USA gal.";"16.0 USA gal.";"12.0 USA gal. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 20 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 20 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"a";"Performanse leta i planiranje"
"1";"Akomodacija je sposobnost sociva da fokusira svetlosne zrake sa bliskog objekta na foveu: Akomodaciju kontrolišu:";"Cilijarni mišici.";"Dužica.";"Štapicaste celije i celije u zenici osetljive na svetlost ( cepici).";"Mrežnjaca.";"a";"Ljudske mogucnosti"
"2";"Koji system organa distribuira kiseonik u telu?";"Krvotok.";"Nervni system.";"Respiratorni system.";"Oksidacijski sistem.";"a";"Ljudske mogucnosti"
"3";"najbolja prevencija u slucaju da neko ima simptome stroboskopskog efekta je:";"Staviti ga u hlad i reci mu da zatvori oci.";"Ostaviti ga da sedi na suncu.";"Dati neki zadatak da mu skrenemo pažnju.";"Ne preduzimati ništa, jer simptomi traju samo kratko.";"a";"Ljudske mogucnosti"
"4";"Krv prenosi__________po celom telu i uklanja ___________iz tela uz razmenu koja se obavlja u ___________.";"Kiseonik / Ugljen dioksid / kapilarima.";"Ugljenik / dioksid / venama sa kiseonikom.";"Kiseonik / Ugljen dioksid / arterijama.";"Ugljen dioksid / Kiseonik / kapilarima.";"a";"Ljudske mogucnosti"
"5";"Ako pilot ima prostornu dezorijentaciju tokom leta gde su smanjeni vidni uslovi, najbolji nacin prevazilaženja ovog stanja je:";"Oslanjanje na pokazivanje instrumenata.";"Koncentrisati se na osecaj za smer,nagib i ugao penjanja (poniranja).";"Svesno smanjivanje brzine disanja sve dok se simptomi ne nestanu,nakon cega se vraca normalna brzina disanja.";"";"a";"Ljudske mogucnosti"
"6";"Ako kao neiskusan pilot, letite sa nekim ko ima veliko iskustvo I uocite da radi nešto što smatrate opasnim, trebalo bi da:";"Odmah ga pitate o tome šta radi.";"Sacekate dok se akcija ili manevar ne završi i onda ga pitate.";"Ignorišete situaciju jer ocigledno zna šta radi.";"Ne preduzimate ništa u tom trenutku, ali kada sletite provericete ispravnost takve akcije sa svojim instruktorom.";"a";"Ljudske mogucnosti"
"7";"Ako je pilot navikao da leti u relativno zagadenom I zamagljenom vazduhu, onda ce pri letenju na cistom nebu:";"Udaljeni objekti ce izgledati bliže nego što zaista jesu.";"Udaljeni objekti ce izgledati dalje nego što zaista jesu.";"Bliži objekti ce biti pogrešno zamenjeni sa daljim.";"Bliži objekti mogu izgledati dalje nego što jesu.";"a";"Ljudske mogucnosti"
"8";"Ako avion ubrzava, šta otoliti indikuju mozgu?";"Da avion penje.";"Da avion ponire.";"Da avion skrece.";"Da avion penje i skrece.";"a";"Ljudske mogucnosti"
"9";"Adaptacija na mrak se oštecuje izlaganjem: ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 3 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 3 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"Pritisku u kabini na visinama iznad 1500 m(5 000 ft).";"Ugljen dioksidu.";"Vitaminu A u ishrani.";"";"a";"Ljudske mogucnosti"
"10";""" Greška "" je genericki termin koji opisuje sve situacije kada serije mentalnih ili fizickih aktivnosti ne dovedu do planiranih rezultata.""Greške "":";"Mogu biti izolovane ili kumulativne.";"Su izolovane bez daljih posledica ili uticaja.";"Su kumulativne, jedna greška vodi do druge , što dovodi do trece itd.";"Su uvek deo ""lanca grešaka"".";"a";"Ljudske mogucnosti"
"11";"Visok krvni pritisak može da se javi zbog?";"Svega navedenog.";"Godina starosti.";"Stresa.";"Pušenja.";"a";"Ljudske mogucnosti"
"12";"U okviru ISA,sa povecanjem visine u Troposferi temperatura se:";"Smanjuje.";"Takode povecava.";"Ostaje ista.";"Nece se menjati jer ne zavisi od visine.";"a";"Ljudske mogucnosti"
"13";"U okviru ISA, sa povecanjem visine u Troposferi, pritisak se:";"Smanjuje.";"Takode povecava.";"Ostaje isti.";"Nece se menjati jer ne zavisi od visine.";"a";"Ljudske mogucnosti"
"14";"U okviru ISA atmosferski pritisak iznosi:";"1013.25 mb.";"1014.00 mb.";"1014.25 Hpa.";"50 inch. živinog stuba.";"a";"Ljudske mogucnosti"
"15";"U ISA, povecanjem visine u Stratosferi, temperatura:";"ostaje skoro konstantna na -56 stepena Celzijusa.";"takode se povecava.";"smanjuje se.";"varira izmedu pozitivnih i negativnih vrednosti.";"a";"Ljudske mogucnosti"
"16";"Šta je od sledeceg tacno kada pilot sedi visoko u kabini? A. Dobar pogled na dole izvan kabine. B. Loš pregled instrumenata. C. Ometanje pri pogledu na gore izvan kabine.";"A), B) i C).";"A).";"A) i B).";"A) i C).";"a";"Ljudske mogucnosti"
"17";"Ako se atmosferski pritisak smanjuje, parcijalni pritisak kiseonika u atmosferi se:";"Smanjuje.";"Povecava. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 4 / 20 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 4 / 20 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"Ostaje isti.";"Nece menjati jer ne zavisi od atmosferskog pritiska.";"a";"Ljudske mogucnosti"
"18";"Efekti hipoksije se povecavaju:";"Uz sve navedeno.";"Povecanjem nadmorske visine.";"Povecanjem temperature.";"Konzumiranjem alkohola.";"a";"Ljudske mogucnosti"
"19";"Koji gas, ( telo ga apsorbuje tokom normalnog disanja), igra važnu ulogu u nastanku dekompresionoj bolesti?";"Azot.";"Kiseonik.";"Ugljen dioksid.";"Ugljen monoksid.";"a";"Ljudske mogucnosti"
"20";"Nakon davanja krvi, koliko najmanje vremena pilot ne bi trebalo da leti?";"24 sata.";"2 sata.";"12 sati.";"48 sati. 040.02 -";"a";"Ljudske mogucnosti"
"21";"Da bi se smanjila opasnost od sudara sa drugim avionom, koji može da bude na slepoj mrlji pilota i prilazi pod konstantnim relativnim uglom, pilot bi trebalo da:";"Stalno sistematski posmatra.";"Da menja pravac po nekoliko stepeni na svakih 10 minuta.";"Da naginje avion na desno na levo po nekoliko stepeni na svakih 10 minuta.";"Povremeno napravi zaokret.";"a";"Ljudske mogucnosti"
"22";"Da bi se izbeglo propuštanje važnih koraka, uvek koristite:";"Odgovarajucu listu provere.";"Nalepnice podsetnike.";"Podatke iz potvrde o plovidbenosti.";"";"a";"Ljudske mogucnosti"
"23";"Brzo ili veoma duboko disanje tokom korišcenja kiseonika može dovesti do stanja koje se zove:";"Hiperventilacija.";"Hipoksija.";"Aerotitis.";"";"a";"Ljudske mogucnosti"
