"7";"Kod motora sa većim stepenom sabijanja:";"veća je mogućnost pojave detonacija";"smanjena je radna temperatura motora";"manja je snaga motora";"povećava se cirkulacija ulja u motoru";"a";"Opste znanje o vazduhoplovu";""
"8";"Suviše visoka temperatura ulja i glave cilindra može prouzrokovati:";"gubitak snage, povećanje potrošnje ulja i zaribavanje motora";"povećanu potrošnju goriva i veću snagu motora usled više radne temperature";"ne utiče posebno na rad motora";"povećanje potrebne količine ulja za podmazivanje i hlađenje motora";"a";"Opste znanje o vazduhoplovu";""
"9";"U koju se stranu otklanjaju krilca na vazduhoplovu ako otklonimo poluvolan/palicu u levo:";"levo na gore, desno na dole";"oba na dole, s tim da je otklon levog krilca manji od otklona desnog krilca";"oba na gore, s tim da je otklon levog krilca veći od otklona desnog krilca";"levo na dole, desno na gore";"a";"Opste znanje o vazduhoplovu";""
"10";"Ako motor izbacuje crni dim kroz izduvne cevi:";"smeša je previše bogata";"u motoru sagoreva previše ulja";"filter za gorivo je zaprljan";"došlo je do zauljenja svećica za paljenje";"a";"Opste znanje o vazduhoplovu";""
"11";"Ulje za podmazivanje koje se koristi u zimskoj ekspoloataciji treba da je:";"manjeg viskoziteta";"većeg viskoziteta";"niže tačke mržnjenja";"veće gustine";"a";"Opste znanje o vazduhoplovu";""
"12";"Pri proveri magneta dolazi do pada broja obrtaja zato što:";"jedan magnet proizvodi napon na jednoj svećici u svakom cilindru uzrokujući slabije sagorevanje";"jedan magnet proizvodi napon na obe svećice u svakom cilindru uzrokujući pad snage";"svaki magnet proizvodi napon na svećicama što uzrokuje porast snage";"";"a";"Opste znanje o vazduhoplovu";""
"13";"Unutrašnje hlađenje motora vrši se:";"uljem";"vazduhom";"tečnošću na bazi alkohola";"glikolom";"a";"Opste znanje o vazduhoplovu";""
"14";"Jedna od metoda poboljšanja hlađenja motora u toku leta je:";"obogaćenje smeše";"smanjenje brzine aviona";"povećanjem ugla penjanja";"povećanjem broja obrtaja";"a";"Opste znanje o vazduhoplovu";""
"15";"Elisa sa reduktorom ima brzinu obrtanja:";"manju od brzine obrtanja motora";"veću od brzine obrtanja motora";"istu kao brzina motora ako je u pitanju elisa sa konstantnim brojem obrtaja";"elisa sa tri ili više krakova ima veću brzinu obrtaja";"a";"Opste znanje o vazduhoplovu";""
"16";"Kod elise nepromenljivog koraka, komanda gasa (throttle control) kontroliše:";"otvor leptira u karburatoru";"količinu goriva u smeši";"konstruktivni ugao elise";"napadni ugao elise";"a";"Opste znanje o vazduhoplovu";""
"17";"Usled opadanja atmosferskog pritiska u penjanju, protok goriva u karburatoru:";"ne menja se";"opada";"raste";"";"a";"Opste znanje o vazduhoplovu";""
"18";"Dok motor radi, pokazivač pritiska punjenja pokazuje:";"pritisak koji vlada u usisnom vodu";"spoljni atmosferski pritisak";"pritisak koji vlada u komori za sagorevanje";"pritisak u izduvnoj grani";"a";"Opste znanje o vazduhoplovu";""
"19";"Klipni prstenovi su smešteni u žljebovima na:";"zidu klipa";"zidu cilindra";"klipnoj osovinici";"radilici motora";"a";"Opste znanje o vazduhoplovu";""
"20";"Posledica previše bogate smeše može biti:";"onemogućeno paljnje smeše usled hvatanja gareži na svećicama";"povećanje radne temperature motora";"detonacija";"smanjenje radne temperature glave cilindra";"a";"Opste znanje o vazduhoplovu";""
"21";"Ako se nakon startovanja motora u roku od 30'' ne pojavi zahtevani pritisak ulja, pilot treba:";"da momentalno ugasi motor";"da sačeka još 30''";"da poveća broj obrtaja";"smanjiti broj obrtaja na relant";"a";"Opste znanje o vazduhoplovu";""
"22";"Broj obrtaja (RPM) motora u prilazu:";"treba da je na određenom limitu da bi se omogućilo dodavanje snage ako je to potrebno";"može da bude bilo koji RPM";"treba smanjiti da nebi došlo do pregrevanja motora";"treba povećati da nebi došlo do hlađenja glave cilindra";"a";"Opste znanje o vazduhoplovu";""
"23";"Povećanje radne temperature:";"smanjuje težinu smeše";"povećava zapreminsku korisnost cilindara";"povećava snagu";"povećava potrošnju goriva ,";"a";"Opste znanje o vazduhoplovu";""
"24";"U toku 4 radna takta motora, radilica se obrne za:";"720°";"270°";"360°";"460°";"a";"Opste znanje o vazduhoplovu";""
"25";"Klipnjača je poluga koja omogućava prenos kretanja:";"sa klipa na radilicu";"sa radilice na bregastu osovinu";"sa cilindra na radilicu";"sa bregaste osovine na ventile cilindra";"a";"Opste znanje o vazduhoplovu";""
"26";"Nekontrolisano sagorevanje goriva pre normalnog paljenja se zove:";"samopaljenje";"predpaljenje";"detonacija";"požar";"a";"Opste znanje o vazduhoplovu";""
"27";"Kod motora sa elisom sa konstantnim brojem obrtaja, gas reguliše:";"snagu motora (MR)";"RPM";"korak elise";"";"a";"Opste znanje o vazduhoplovu";""
"28";"Osnovna uloga ventilacionih oduški na rezervoarima za gorivo je da se:";"izjednači pritisak u rezervoaru sa spoljnim atmosferskim pritiskom";"ostvari pozitivan pritisak goriva od rezervoara do motora";"omogući dreniranje vode iz rezervoara";"stvara potpritisak u rezervoarima";"a";"Opste znanje o vazduhoplovu";""
"29";"Ako se motor pregreva u penjanju pilot treba da:";"smanji vertikalnu brzinu penjanja i poveća brzinu aviona";"smanji RPM i poveća vertikalnu brzinu penjanja";"osiromaši smešu";"";"a";"Opste znanje o vazduhoplovu";""
"30";"Količina ulja za podmazivanje se kontroliše:";"na zemlji kada motor nije u radu";"kada motor radi na malom broju obrtaja";"neposredno po gašenju motora pre nego što se ulje vrati u uljni karter";"";"a";"Opste znanje o vazduhoplovu";""
"31";"Ulje cirkuliše kroz motor pomoću:";"pumpe pokretane motorom";"elekritične pumpe";"na principu slobodnog pada";"inercijom zamajca motora";"a";"Opste znanje o vazduhoplovu";""
"32";"Kod elise promenljivog koraka, pri poletanju i penjanju kraci se postavljaju na:";"mali korak";"veliki korak";"srednju vrednost kraka";"";"a";"Opste znanje o vazduhoplovu";""
"33";"Vazduhoplovom upravljamo oko poprečne ose:";"sa krmilom visine";"sa krmilom pravca";"sa trimerom";"sa krilcima";"a";"Opste znanje o vazduhoplovu";""
"34";"Kada se uključi grejanje karburatora, izlazna snaga motora je smanjena zbog:";"povećanja temperature vazduha u usisnom vodu";"veće težine smeše";"manje težine smeše";"smanjenja količine goriva u smeši";"a";"Opste znanje o vazduhoplovu";""
"35";"Kod motora sa elisom nepromenljivog koraka ručica gasa reguliše:";"RPM";"smešu";"MP";"";"a";"Opste znanje o vazduhoplovu";""
"36";"Tečnost u magnetnom kompasu služi za:";"lakše očitavanje instrumenta jer preiušuje oscilacije kompasne ruže";"lakše očitavanje instrumenta jer funcioniše kao uvećavajuće staklo";"smanjenje magnetne inklinacije";"temperaturnu kompenzaciju";"a";"Opste znanje o vazduhoplovu";""
"37";"Sa podešavanjem trimera kormila visine u letu:";"poništavamo silu koja je potrebna da bi se palica držala u određenom položaju";"pomeramo centar težišta vazduhoplova";"menjamo uzgon, tako da je uvek jednak sili teže vazduhoplova";"izjednačavamo otklone obe polovine kormila visine";"a";"Opste znanje o vazduhoplovu";""
"38";"Koji od navedenih instrumenata standardno opremljenog ultra- lakog aviona i dalje rade u slučaju otkaza izvora el.energije?";"visinomer, variometar i brzinomer";"veštački horizont, variometar, žiroskopski kompas, brzinomer";"visinomer, variometar, pokazivač skretanja i klizanja i brzinomer";"visinomer, brzinomer";"a";"Opste znanje o vazduhoplovu";""
"39";"Koju visinu pokazuje visinomer ako je podešen na pritisak QFE?";"visinu iznad aerodroma";"nivo leta";"stvarnu visinu iznad terena";"nadmorsku visinu";"a";"Opste znanje o vazduhoplovu";""
"40";"Visinomer podešen na pritisak QFE nakon sletanja pokazuje:";"nulu";"visinu aerodroma iznad ravni pritiska 1013.2 mbar";"visinu po pritisku aerodroma iznad standardne vrednosti";"nadmorsku visinu aerodroma";"a";"Opste znanje o vazduhoplovu";""
"41";"Za rad brzinomera potreban je dovod:";"ukupnog pritiska i posebno dovod statičkog pritiska";"statičkog pritiska";"dinamičkog pritiska a posebno dovod statičkog pritiska";"potpritiska iste vrednosti kao i dinamički pritisak";"a";"Opste znanje o vazduhoplovu";""
"42";"Na brzinomeru operativnu oblast brzina letenja sa izvučenim zakrilcima označava:";"beli luk";"zeleni luk";"žuti luk";"početak belog i kraj zelenog luka";"a";"Opste znanje o vazduhoplovu";""
"43";"Kojom oznakom je obeležena brzina na brzinomeru jednomotornog vazduhoplova, koja se nikada ne sme prekoračiti?";"crvenom crtom";"početkom zelenog luka";"krajem zelenog luka";"početkom belog luka";"a";"Opste znanje o vazduhoplovu";""
"44";"Avion je parkiran tokom noći i visinomer je pravilno podešen da pokazuje 1000m. Naredno jutro na instrumentu se očitava 1.200m. Uzrok ove razlike u pokazivanju je:";"prolazak područja niskog vazdušnog pritiska";"očigledan kvar instrumenta, koji zbog toga mora na popravku";"zapušeni statički otvori";"prolazak područja visokog vazdušnog pritiska";"a";"Opste znanje o vazduhoplovu";""
"45";"Šta predstavlja zeleni luk na skali instrumenta u vazduhoplovu?";"oblast normalne upotrebe";"oblast brzina kada je moguća upotreba stajnog trapa i zakrilaca";"najveća dozvoljena vrednost";"opasna oblast";"a";"Opste znanje o vazduhoplovu";""
"46";"Šta prestavlja žuti luk na skali instrumenta u vazduhoplovu?";"oblast ograničenja povećane pažnje";"najveća dozvoljena vrednost";"oblast brzina kada je moguća upotreba stajnog trapa i zakrilaca";"oblast normalne upotrebe";"a";"Opste znanje o vazduhoplovu";""
"47";"Šta u opštem slučaju predstavlja crvena crta na skali instrumenta?";"najveća ili najmanja dozvoljena vrednost";"oblast brzina kada je moguća upotreba stajnog trapa";"oblast normalne upotrebe";"";"a";"Opste znanje o vazduhoplovu";""
"48";"Avionski rezervoari goriva moraju posedovati odušni otvor zbog:";"sprečavanja nastanka vakuuma u rezervoaru";"omogućivanja isparenja benzina";"ventilacije rezervoara";"sprečavaju kondenzaciju vlage na zidovima rezervoara";"a";"Opste znanje o vazduhoplovu";""
"49";"Avionske gume uskog profila i višeg pritiska podesnije su za sletanje:";"na betonske i asfaltne piste";"na travnate piste";"na tvrda i neravna letilišta";"na mekane i reskvašene travnate piste";"a";"Opste znanje o vazduhoplovu";""
"50";"Krilca i zakrilca se nalaze na:";"izlaznoj ivici krila";"napadnoj ivici krila";"zavisi od konstruktivnog rešenja krila";"";"a";"Opste znanje o vazduhoplovu";""
"51";"Poluvolanom (palicom) se pomeraju:";"krmilo dubine i krilca";"krmilo dubine i krmilo pravca";"krilca i zakrilca";"krmilo dubine, krilca i trimeri";"a";"Opste znanje o vazduhoplovu";""
"52";"Zakrilca služe:";"da povećaju uzgon i otpor";"da povećaju uzgon";"da povećaju otpor";"kao vazdušne kočnice u procesu zaustavljanja";"a";"Opste znanje o vazduhoplovu";""
"53";"Glavni izvor električne struje kada motor radi je:";"dinamo, odnosno alternator";"magnet";"akumulator";"bobina";"a";"Opste znanje o vazduhoplovu";""
"54";"Čemu služi crvena linija na točku i na gumi glavne noge stajnog trapa vazduhoplova:";"kontroli da se guma nije pomerala na točku noge stajnog trapa";"centriranju točka";"prepoznavanju tipa gume";"kontroli pritiska vazduha u gumi";"a";"Opste znanje o vazduhoplovu";""
"55";"Koja je najsigurnija praktična metoda provere količine goriva u rezervoarima kada je vazduhoplov na zemlji:";"vizuelna kontrola količine goriva u vazduhoplovu";"njihanjem krila i osluškivanjem zapljuskivanja goriva u rezervoaru";"očitavanjem merača goriva";"vaganjem vazduhoplova";"a";"Opste znanje o vazduhoplovu";""
"56";"Koje škodljive primese je najteže otkloniti iz goriva jednostavnim načinom filtriranja:";"vodu";"sitne čestice rđe i nečistoće";"led";"mast ili ulje";"a";"Opste znanje o vazduhoplovu";""
"57";"Uloga karburatora kod klipnog motora je:";"dovođenje smeše gorivo- vazduh u cilindre motora";"dovođenje vazduha u cilindre motora";"odvajanje sagorelih gasova iz izduvnog kolektora";"dovođenje goriva u cilindre motora";"a";"Opste znanje o vazduhoplovu";""
"58";"Na šta treba pilot najpre obratiti pažnju, odmah po pokretanju motora:";"na pritisak ulja";"na pritisak goriva";"na obrtaje motora";"na temperaturu ulja";"a";"Opste znanje o vazduhoplovu";""
"59";"Kako utiče velika nadmorska visina na performanse motornog vazduhoplova:";"performanse motora se smanjuju";"povećava se uzgon krila, jer su sile na krilu radi ređeg vazduha manje";"potrebna dužina staze za poletanje je manja";"performanse motora se povećavaju";"a";"Opste znanje o vazduhoplovu";""
"60";"Snaga motora sa visinom opada zbog:";"manje gustine vazduha, punjenje cilindara nije dovoljno";"niskih temperatura, jer motor ne radi na optimalnoj radnoj temperaturi";"veće gustine vazduha, motor dobija siromašnu smešu";"manje gustine vazduha, motor dobije prebogatu smešu";"a";"Opste znanje o vazduhoplovu";""
"61";"Klipni motor vazduhoplova razvija najveću snagu:";"pri poletanju na punim obrtajima";"na većim visinama";"pri poletanju bez obzira na obrtaje";"u režimu horizontalnog leta na maloj visini";"a";"Opste znanje o vazduhoplovu";""
"62";"Blok savremenog vazduhoplovnog motora je izrađen od:";"aluminijske legure";"čelične legure";"bronze";"titanijumove legure";"a";"Opste znanje o vazduhoplovu";""
"63";"Ulje u klipnom motoru služi:";"podmazivanju i hlađenju motora";"povećanju temperature sagorevanja smeše u cilindrima";"isključivo za tiši rad motora";"kao dodatak za pravilno mešanje smeše koja sagoreva u cilindrima";"a";"Opste znanje o vazduhoplovu";""
"64";"Gde možemo dobiti podatak, koje ulje je propisano za motor našeg vazduhoplova:";"u priručniku za letenje vazduhoplovom";"svi klipni vazduhoplovi upotrebljavaju isto ulje gradacije SAE40 (80Nj)";"sa nalepnice na posudi za ulje";"";"a";"Opste znanje o vazduhoplovu";""
"65";"Koji je normalan postupak, kada se posle puštanja u rad toplog motora pritisak ulja ne pojavi u propisanom vremenu:";"prekinuti rad motora";"povećati broj obrtaja motora, da uljna motorna pumpa poveća pritisak ulja";"ništa ne preduzimati, jer su instrumenti na savremenim vazduhoplovima jeftini i nepouzdani";"osiromašiti smešu, da time momentalno podignemo temperaturu glave cilindra";"a";"Opste znanje o vazduhoplovu";""
"66";"Najverovatniji uzrok oscilacije pritiska ulja u klipnom motoru vazduhoplova je:";"nizak nivo ulja u motoru";"kvar indikatora pritiska ulja";"istrošen ili napukao ležaj radilice motora";"curenje zaptivke elise motora";"a";"Opste znanje o vazduhoplovu";""
"67";"Pri proveri rada motora na zemlji proveravamo rad grejanja karburatora, time što postavljamo komandu grejanja karburatora u položaj HOT i kontrolišemo:";"da obrtaji motora opadnu za određenu vrednost";"da se poveća dotok toplog vazduha u kabinu";"takvu kontrolu na zemlji nije moguće ostvariti";"da obrtaji motora porastu do određene vrednosti";"a";"Opste znanje o vazduhoplovu";""
"68";"Koliko će svećica raditi ako otkaže jedan magnet kod šestocilindričnog motora vazduhoplova:";"6";"12";"0";"3";"a";"Opste znanje o vazduhoplovu";""
"69";"Da li će motor savremenog klipnog motora prihvatiti rad, ako rukom okrenemo elisu:";"da, ako su magneti uključeni";"normalno ne, ako je hladan i ako je paljenje isključeno";"ne, ni pod kojim uslovima";"da, uvek";"a";"Opste znanje o vazduhoplovu";""
"70";"Kako reaguje elisa stalnih obrtaja, ako pilot u horizontalnom letu da punu snagu motora:";"povećaju se obrtaji elise";"smanjuje se korak krakova elise";"korak krakova ostaje nepromenjen";"poveća se korak kraka elise";"a";"Opste znanje o vazduhoplovu";""
"71";"Pogonsku grupu čine";"motor i elisa";"motor, reduktor i elisa";"motor, komande motora i elisa";"elisa, reduktor, komande motora, nosač motora";"a";"Opste znanje o vazduhoplovu";""
"72";"Najštetniji uticaj na platno krila ima";"sunce";"vlaga";"temperatura";"pritisak";"a";"Opste znanje o vazduhoplovu";""
"73";"Samoosiguravajuća matica može da se skida i stavlja na šraf";"samo 1 put";"2 puta";"3 puta";"5 puta";"a";"Opste znanje o vazduhoplovu";""
"74";"Glavni izvor električne energije u letu je";"alternator- magnet";"struja vazduha";"akumulator";"dinamo";"a";"Opste znanje o vazduhoplovu";""
"75";"Barometarski visinomer radi na principu merenja";"statičkog pritiska";"dinamičkog pritiska";"ukupnog pritiska";"razlike dinamičkog i statičkog pritiska";"a";"Opste znanje o vazduhoplovu";""
"76";"Na zemlji podešen visinomer na 0m sutra dan pokaže 20m, pritisak";"pada";"raste";"ostaje isti";"";"a";"Opste znanje o vazduhoplovu";""
"77";"Princip rada variometra je";"merenje razlike pritiska u kapsuli i okolo";"razlika statičkog i dinamičkog pritiska";"razlika ukupnog i statičkog pritiska";"merenje dinamičkog pritiska";"a";"Opste znanje o vazduhoplovu";""
"78";"Pozitivan diedar krila daje";"stabilnost po pravcu";"stabilnost po dubini";"stabilnost po brzini";"";"a";"Opste znanje o vazduhoplovu";""
"79";"Crvena linija na felni i gumi pokazuje";"pomeranje gume oko felne";"pritisak u gumi";"položaj ventila";"stepen istrošenosti";"a";"Opste znanje o vazduhoplovu";""
"80";"Provera kočnica na ULV se radi tokom";"voženja";"zaleta";"leta";"prilikom zaustavljanja";"a";"Opste znanje o vazduhoplovu";""
"81";"Gume duže traju ako se letenje vrši sa";"trave";"asfalta";"betona";"zemljane površine";"a";"Opste znanje o vazduhoplovu";""
"82";"Ukoliko je napon u akumulatoru suviše nizak, pokretanje motora je";"moguće ručnim pokretačem";"nemoguće";"";"";"a";"Opste znanje o vazduhoplovu";""
"83";"Rad motora sa akumulatorom čiji je kapacitet smanjen je";"bezbedan";"nemoguć";"moguć ali kratko";"nije bezbedan";"a";"Opste znanje o vazduhoplovu";""
"84";"Elisa treba da se opere tokom";"međuletnog pregleda";"godišnjeg pregleda";"mesečnog pregleda";"jednom u toku dva meseca";"a";"Opste znanje o vazduhoplovu";""
"85";"Ukoliko motor ima prevelike obrtaje na punom gasu, a na elisi se može korigovati korak onda";"povećamo korak krakova elise";"smanjimo korak na svim kracima elise";"korak nema uticaja na obrtaje";"smanjujemo snagu motora smanjenjem hoda ručice gasa";"a";"Opste znanje o vazduhoplovu";""
"86";"Pleksi staklo na kacigi i avionu se pere sa";"vodom i deterdžentom";"alkoholom";"benzinom";"benzolom";"a";"Opste znanje o vazduhoplovu";""
"87";"Na ULV je poželjno koristiti akumulatore sa a. gelom b. kiselinom c. penom";"";"";"";"";"a";"Opste znanje o vazduhoplovu";""
"88";"Opterećenje krila podrazumeva";"težinu podeljenu sa površinom krila";"masu na poletanju";"teret koji se može poneti";"otpornost materijala na određenu silu napona";"a";"Opste znanje o vazduhoplovu";""
"89";"Glavni delovi padobrana su:";"Kupola sa konopcima, sistem veza, uređaj za aktiviranje";"Kupola sa konopcima, slobodni krajevi, karabini";"Kupola sa konopcima, „H“-pređice, karabin veze, pilot padobrančić";"Stabilizirajući padobran, kupola sa konopcima, uređaj za usporenje procesa otvaranja, sistem veza";"a";"Opste znanje o vazduhoplovu";""
"90";"Od čega zavisi izbor padobrana za ULV:";"od težine i brzine ULV";"od maksimalne brzine ULV";"od karakteristika konstrukcije ULV";"";"a";"Opste znanje o vazduhoplovu";""
"91";"Kupola padobrana izrađuje se od :";"Sintetičkih materijala male propustljivosti i određene otpornosti na kidanje";"Prirodne svile";"Pamučnih materijala male propustljivosti";"Kombinacije prirodnih i sintetičkih materijala";"a";"Opste znanje o vazduhoplovu";""
"92";"Osnovna namena padobrana je:";"bezbedno spuštanje ljudi i materijala na zemlju";"usporavanje brizine spuštanja";"stabilizacija spuštanja ljudi i materijala na zemlju";"";"a";"Opste znanje o vazduhoplovu";""
"93";"Osnovna sila koja omogućava ostvarivanje osnovne funkcije padobrana je:";"Otpor vazduha";"Sila zemljine teže";"Sila uzgona";"Rezultujuća sila";"a";"Opste znanje o vazduhoplovu";""
"94";"Pilot padobrančić (inicijalni padobrančić)služi za:";"za iniciranje procesa otvaranja glavne kupole";"za stabilizaciju padobrana";"usporavanje procesa otvaranja";"kontrolisanje procesa otvaranja glavne kupole";"a";"Opste znanje o vazduhoplovu";""
"95";"Način aktiviranja padobrana:";"Aktivira ga pilot";"aktivira se automatski na određenoj visini u slučaju da vertikalna brzina pređe određenu veličinu";"aktivira se automatski ukoliko vertikalna brzina dostigne određenu veličinu";"";"a";"Opste znanje o vazduhoplovu";""
"96";"Za koji deo ULV je vezan padobran za spasavanje letelice";"trup";"krilo";"pilota";"nosač motora";"a";"Opste znanje o vazduhoplovu";""
"97";"U slučaju nenamernog otvaranja padobrana za spuštanje letelice:";"ugasiti motor i spustiti se padobranom na zemlju";"odbaciti padobran i sleteti na prvi pogodan teren";"smanjiti gas na minimum i spustiti se padobranom na zemlju";"neposredno pred dodir sa zemljom dodati gas radi smanjenja vertikalne brzine";"a";"Opste znanje o vazduhoplovu";""
"98";"Centralni deo glavne kupole sadrži otvor – „ventil“. Svrha ovog otvora jeste:";"Omogućavanje isticanja dela vazduha iz kupole i omogućavanje stabilnog spuštanja kupole";"Sprečavanje suvišnog opterećenja kupole u porocesu otvaranja";"Smanjivanje dinamičkog udara prilikom otvaranja padobrana";"Omogućavanje upravljanja kupolom";"a";"Opste znanje o vazduhoplovu";""
"1";"Faze sletanja aviona sa stajnim trapom tipa tricikl su:";"planiranje, ravnanje, pridržavanje, dodir I protrčavanje";"planiranje, ravnanje i pridržavanje";"ravnanje, voženje i pridržavanje";"";"a";"Performanse leta i planiranje";""
"2";"Faze poletanja aviona sa stajnim trapom tipa tricikl su:";"zalet, uzlet i polet";"polet, uzlet i zalet";"zalet, polet i uzlet";"";"a";"Performanse leta i planiranje";""
"3";"Masa na poletanju podrazumeva:";"masa vazduhoplova koja uključuje masu svih stvari i osoba koje se nalazi u vazduhoplovu na početku zaleta";"maksimalna ukupna dozvoljena masa vazduhoplova za poletanje ali isključuje se gorivo";"maksimalna ukupna dozvoljena masa vazduhoplova na početku zaleta";"maksimalna ukupna dozvoljena masa vazduhoplova na kraju popunjavanja vazduhoplova gorivom";"a";"Performanse leta i planiranje";""
"4";"Pod terminom prtljag (baggage) se podrazumeva:";"lične stvari posade i putnika";"višak tereta (preko dozvoljene težine)";"bilo koji tovar koji isključuje ljude i životinje";"bilo koji teret ili roba koju osoba ne nosi na sebi";"a";"Performanse leta i planiranje";""
"5";"Koje od sledećih tvrđenja kada je u pitanju akvaplaning je ispravno?";"usled proklizavanja točkova kao posledice akvaplaninga, sila trenja se smanjuje";"akvaplaning se javlja samo prilikom upotrebe kočnica, pa će otpuštanjem kočnica i ovaj nepovoljan efekat nestati";"pojava akvaplaninga se može odložiti smanjenjem pritiska u pneumaticima";"akvaplaning može da se pojavi samo ako je kontaminacija PSS preko 3mm";"a";"Performanse leta i planiranje";""
"6";"Sila trenja kotrljanja na točkovima vazduhoplova tokom poletanja:";"zavisi od ukupnog opterećenja na točkovima i smanjuje se tokom zaleta";"zavisi od težine vazduhoplova i tokom poletanja ostaje nepromenjena";"zavisi od trenja kugličnog ležaja točka i povećava se sa brzinom";"zavisi od distorzije pneumatika i povećava se sa brzinom";"a";"Performanse leta i planiranje";""
"7";"Potrebna dužina za poletanje će se povećati:";"povećanjem mase vazduhoplova, smanjenjem otklona flapsova ispod optimalnih vrednosti, smanjenjenjem gustine vazduha";"smanjenjenjem mase vazduhoplova, povećanjem otklona flapsova iznad optimalnih vrednosti, smanjenjem gustine vazduha";"povećanjem mase vazduhoplova, smanjenjem otklona flapsova ispod optimalnih vrednosti, povećanjem gustine vazduha";"smanjenjem mase vazduhoplova, povećanjem otklona flapsova iznad optimalnih vrednosti, povećanjem gustine vazduha";"a";"Performanse leta i planiranje";""
"8";"Ukoliko se masa vazduhoplova poveća gradijent penjanja će se:";"smanjiti usled povećanja sile otpora i smanjenog odnosa raspoloživog potiska i težine vazduhoplova";"smanjiti usled povećanja sile otpora";"povećati usled povećanja potrebne sile uzgona";"povećati usled povećanja zahtevane brzine za optimalni napadni ugao";"a";"Performanse leta i planiranje";""
"9";"Za zadatu masu vazduhoplova gradijent penjanja će se:";"smanjivati ukoliko se ugao flapsa povećava i ako temperatura raste";"povećavati ukoliko se ugao flapsa povećava i ako temperatura opada";"povećavati ukoliko se ugao flapsa povećava i ako temperatura raste";"smanjivati ukoliko se ugao flapsa povećava i ako temperatura opada";"a";"Performanse leta i planiranje";""
"10";"Ukoliko imate čeoni vetra, u odnosu na uslove mirnog vazduha, brzina penjanja će .........., a ugao penjanja u odnosu na zemlju će ......... .";"ostati ista - se povećavati";"se povećavati - se povećavati";"ostati ista - ostati isti";"se povećavati - ostati isti";"a";"Performanse leta i planiranje";""
"11";"Brzina penjanja zavisi od:";"razlike raspoložive i potrebne snage";"Cz max na krilu";"raspoložive sile uzgona";"";"a";"Performanse leta i planiranje";""
"12";"Praktični plafon leta vazduhoplova podrazumeva:";"postojaće mala pozitivna brzina penjanja, oko 0,5m/s";"razlika raspoložive i potrebne snage jedanaka je nuli";"sila uzgona će biti nedovoljna da se suprotstavi težini vazduhoplova";"brzina penjanja jednaka je nuli";"a";"Performanse leta i planiranje";""
"13";"Smanjena gustina vazduha:";"povećava dužinu potrebnu za sletanje usled povećanja TAS (stvarne brzine vazduhoplova), i smanjuje potisak na malom gasu (relant";"povećava dužinu potrebnu za sletanje usled povećanja TAS (stvarne brzine vazduhoplova), i povećava potisak na malom gasu (relant)";"smanjuje dužinu potrebnu za sletanje usled smanjenja TAS (stvarne brzine vazduhoplova), i povećava potisak na malom gasu (relant)";"smanjuje dužinu potrebnu za sletanje usled smanjenja TAS (stvarne brzine vazduhoplova), i smanjuje potisak na malom gasu (relant)";"a";"Performanse leta i planiranje";""
"14";"Ukoliko se masa vazduhoplova povećava:";"dolet se smanjuje, a visina maksimalnog doleta je niža";"dolet se smanjuje, a visina maksimalnog doleta je viša";"dolet se povećava, a visina maksimalnog doleta je niža";"dolet se povećava, a visina maksimalnog doleta je viša";"a";"Performanse leta i planiranje";""
"15";"Letenje na visini koja je niža od visine optimalnog doleta može imati prednost u slučaju da:";"na nižoj visini duva pogodniji vetra koji nam omogućava veću putnu brzinu";"krstarenje na optimalnoj visini može dovesti do udara pri velikim brzinama";"stabilnost brzine je veća";"više temperature doprinose većoj efikasnosti motora";"a";"Performanse leta i planiranje";""
"16";"Dužina potrebna za sletanje će se povećati kao posledica:";"povećanja temperature, povećanja visine po pritisku, PSS nagnuta nizbrdo";"povećanja temperature, smanjenja visine po pritisku, PSS nagnuta nizbrdo";"povećanja temperature, povećanja visine po pritisku, PSS nagnuta uzbrdo";"smanjenja temperature, smanjenja visine po pritisku, PSS nagnuta uzbrdo";"a";"Performanse leta i planiranje";""
"17";"Kakav je uticaj povećane mase vazduhoplova na potrebnu dužinu za sletanje?";"1 brzina u prilazu se povećava, otpor prilikom kočenja se povećava, dužina za sletanje se povećava";"2.. brzina u prilazu se smanjuje, otpor prilikom kočenja se povećava, dužina za sletanje se smanjuje";"3. brzina u prilazu se povećava, otpor prilikom kočenja se smanjuje, dužina za sletanje se povećava";"4. brzina u prilazu se smanjuje, otpor prilikom kočenja se smanjuje, dužina za sletanje se smanjuje";"a";"Performanse leta i planiranje";""
"18";"Koji od nabrojanih atmosferskih uslova negativno utiče na poletne i sletne mogućnosti vazduhoplova:";"visoka temperatura, visoka relativna vlažnost i velika standardna visina";"niska temperatura, visoka relativna vlažnost i velika standardna visina";"niska temperatura, niska relativna vlažnost i mala standardna visina";"visoka temperatura, niska relativna vlažnost i manja standardna visina";"a";"Performanse leta i planiranje";""
"19";"19 – Bočni vetar utiče na poletanje tako što";"povećava dužinu zaleta";"smanjuje dužinu zaleta";"nema uticaj na dužinu zaleta";"";"a";"Performanse leta i planiranje";""
"20";"20 – Leđni vetar utiče na dužinu zaleta tako što";"povećava dužinu zaleta";"smanjuje dužinu zaleta";"nema uticaj na dužinu zaleta";"";"a";"Performanse leta i planiranje";""
