"11";"Klasični visinomer u jedrilicama funkcioniše tako što meri";"gustinu";"temperaturu";"protok";"pritisak";"d";"Performanse leta i planiranje";""
"12";"Sa porastom temperature vazduha, gustina";"ostaje ista";"neodreñeno";"opada";"raste";"c";"Performanse leta i planiranje";""
"13";"Brzinomer na jedrilici radi tako što registruje razliku totalnog i statičkog pritiska vazduha i to preračunava.";"neodreñeno";"netačno";"delimično tačno";"tačno";"d";"Performanse leta i planiranje";""
"14";"Odnos koficijenta uzgona i otpora se menja u funkciji brzine vetra";"netačno";"tačno";"biće u opadanju";"biće u porastu";"a";"Performanse leta i planiranje";""
"15";"Jedrilica koja leti u vetar brzine 20 km/h stvarnom brzinom od 60 km/h imaće brzinu u odnosu na zemlju";"20 km/h";"60 km/h";"40 km/h";"80 km/h";"c";"Performanse leta i planiranje";""
"16";"Masa x krak = ________________";"poluga";"stabilnost";"moment";"centar težišta";"c";"Performanse leta i planiranje";""
"17";"Položaj težišta na jedrilici meri u centimetrima od";"posebno označene tačke";"vrha (nosa) jedrilice";"ose točka jedrilice";"napadne ivice krila";"b";"Performanse leta i planiranje";""
"18";"Na osnovu tablice na slici br.1 zaključujemo da momenat prazne jedrilice iznosi";"76.060 kg cm";"20.400 kg cm";"86.400 kg cm";"52.120 kg cm";"c";"Performanse leta i planiranje";"_imgs/Performanse leta i planiranje-Slika br 1.png"
"19";"Na osnovu tabele na slici br.1 zaključujemo da momenat pilota na prednjem sedištu iznosi";"5.280 kg cm";"6.400 kg cm";"7.840 kg cm";"9.900 kg cm";"d";"Performanse leta i planiranje";"_imgs/Performanse leta i planiranje-Slika br 1.png"
"20";"Na osnovu tabele na slici br.1 zaključujemo da momenat pilota na zadnjem sedištu iznosi";"12.200 kg cm";"14.900 kg cm";"16.800 kg cm";"18.700 kg cm";"d";"Performanse leta i planiranje";"_imgs/Performanse leta i planiranje-Slika br 1.png"
"21";"Na kom rastojanju je težište za ovu jedrilicu sa dva pilota";"244 cm";"182 cm";"213 cm";"54 cm";"c";"Performanse leta i planiranje";""
"22";"Brzina propadanja/penjanja se izražava u";"m/s";"km";"m";"km/h";"a";"Performanse leta i planiranje";""
"23";"Za najveći dolet, sa odreñene visine (bez vetra), treba leteti brzinom";"najbolje finese";"koja je bezbedna";"minimalna kontrolisana brzine";"najmanjeg propadanja";"a";"Performanse leta i planiranje";""
"24";"Jedrilica pada u kovit uvek pri istoj očitanoj brzini.";"tačno";"zavisi od visine";"netačno";"zavisi od brzine vetra";"c";"Performanse leta i planiranje";""
"25";"Odnos opterećenja koje nosi krilo u odnosu na stvarnu masu jedrilice naziva se";"faktor rasterećenja";"momenat krila";"faktor opterećenja";"faktor ukupne težine";"c";"Performanse leta i planiranje";""
"26";"Ako jedrilica leti konstantnom brzinom po instrumentu i za kratko vreme popne dve hiljade metara, njena stvarna brzina će biti";"zavisi od težine jedrilice";"realno manja";"ista";"realno veća";"d";"Performanse leta i planiranje";""
"27";"Ako jedrilica leti minimalnom brzinom i poveća napadni ugao posledica će biti";"prevučeni let";"valjak";"klizanje";"podizanje nosa";"a";"Performanse leta i planiranje";""
"28";"Najveća brzina leta, pri kojoj se može dati nagli i potpun otklon komandi bez opasnosti da se prekorači granica opterećenja naziva se";"manevarska brzina";"brzina najbolje finese";"minimalna brzina";"maksimalna brzina";"a";"Performanse leta i planiranje";""
"29";"Iz prevučenog leta se izlazi:";"smanjenjem brzine";"smanjenjem napadnog ugla";"izvlačenjem kočnica";"povlačenje palice unazad";"b";"Performanse leta i planiranje";""
"30";"Zbog uzdužne upravljivosti jedrilice propisuju se";"dozvoljena težina pilota i položaj pilotskog sedišta";"veličina površine zakrilaca";"veličina preseka trupa";"veličina površine krila";"a";"Performanse leta i planiranje";""
"1";"U okviru ISA ( International Standard Atmosphere) povećanjem visine u troposferi, gustina vazduha se:";"Smanjuje";"Takođe povećava";"Ostaje ista";"Neće se menjati jer gustina vazduha ne zavisi od visine";"a";"Ljudske mogucnosti";""
"2";"U okviru ISA atmosferski pritisak iznosi:";"1013.25 mb.";"1014.00 mb.";"1014.25 Hpa";"50 inch. živinog stuba";"a";"Ljudske mogucnosti";""
"3";"Vazduh u atmosferi čine:";"Azot (78%),kiseonik (21%), ugljen dioksid (0.03%) i argon (1%).";"Azot (78%), kiseonik (21%), ugljen dioksid (0.03%) i vodonik (1%).";"Azot (1%), kiseonik (78%), ugljen dioksid (21%) i argon (0.03%).";"Azot(21%), kiseonik(0.03%), ugljen dioksid (78%) i argon(1%).";"a";"Ljudske mogucnosti";""
"4";"U okviru ISA,sa povećanjem visine u Troposferi temperatura se:";"Smanjuje";"Takođe povećava";"Ostaje ista";"Neće se menjati jer ne zavisi od visine";"a";"Ljudske mogucnosti";""
"5";"ako se atmosferski pritisak smanjuje, parcijalni pritisak kiseonika u atmosferi se:";"Smanjuje";"Povećava";"Ostaje isti";"Neće menjati jer ne zavisi od atmosferskog pritiska";"a";"Ljudske mogucnosti";""
"6";"U okviru ISA, sa povećanjem visine u Troposferi, pritisak se:";"Smanjuje";"Takođe povećava";"Ostaje isti";"Neće se menjati jer ne zavisi od visine";"a";"Ljudske mogucnosti";""
"7";"Na nadmorskoj visini, zapreminska proporcija kiseonika u atmosferi je:";"Ista kao na srednjem nivou mora";"Viša u odnosu na srednji nivo mora";"Niža u odnosu na srednji nivo mora";"Zavisi od konkretne nadmorske visine";"a";"Ljudske mogucnosti";""
"8";"U ISA, povećanjem visine u Stratosferi, temperatura:";"ostaje skoro konstantna na -56 stepena Celzijusa";"takođe se povećava";"smanjuje se";"varira između pozitivnih i negativnih vrednosti";"a";"Ljudske mogucnosti";""
"9";"Koji gas, ( telo ga apsorbuje tokom normalnog disanja), igra važnu ulogu u dekompresionoj bolesti?";"Azot";"Kiseonik";"Ugljen dioksid";"Ugljen monoksid";"a";"Ljudske mogucnosti";""
"10";"Nakon davanja krvi, koliko najmanje vremena pilot ne bi trebalo da leti?";"24 sata";"2 sata";"12 sati";"48 sati";"a";"Ljudske mogucnosti";""
"11";"Visok krvni pritisak može da se javi zbog?";"Svega navedenog";"Godina starosti";"Stresa";"Pušenja";"a";"Ljudske mogucnosti";""
"12";"Koji system organa distribuira kiseonik u telu?";"Krvotok";"Nervni system";"Respiratorni system";"Oksidacijski sistem";"a";"Ljudske mogucnosti";""
"13";"Krv prenosi po celom telu i uklanja iz tela uz razmenu koja se obavlja u _ .";"Kiseonik / Ugljen dioksid / kapilarima";"Ugljenik / dioksid / venama sa kiseonikom";"Kiseonik / Ugljen dioksid / arterijama";"Ugljen dioksid / Kiseonik / kapilarima";"a";"Ljudske mogucnosti";""
"14";"Koji deo nervnog sistema obično kontroliše disanje?";"Autonomni nervni system";"Centralni nervni system";"Periferni nervni system";"Sve navedeno";"a";"Ljudske mogucnosti";""
"15";"U sledeću rečenicu upišite najtačniji par vrednosti iz ponuđenih odgovora: Maksimalni preporučeni nivoi konzumiranja alkohola sedmično su _ za muškarce i za žene. (1 jedinica = 10 ml alkoholnog pića )";"21 jedinica / 14 jedinica.";"14 jedinica / 21 jedinica .";"3 jedinice / 7 jedinica.";"7 jedinica / 3 jedinice";"a";"Ljudske mogucnosti";""
"16";"Moždane ćelije, usled nedostatka kiseonika, počinju da odumiru za:";"2 minuta";"2 sekunde";"30 minuta";"2 sata";"a";"Ljudske mogucnosti";""
"17";"Koji od sledećih gasova, u zavisnosti od nivoa u krvi, reguliše brzinu i dubinu disanja ?";"Ugljen dioksid";"Kiseonik";"Azot";"Ugljen monoksid";"a";"Ljudske mogucnosti";""
"18";"Kada je osoba pod stresom ili uplašena, adrenalin koji se oslobađa u krvotoku automatski dovodi do:";"Povećanja pulsa";"Umora";"Gubitka svesti";"Smanjenja pulsa";"a";"Ljudske mogucnosti";""
"19";"Koliko vremena je otprilike potrebno da iz krvotoka iščezne jedna jedinica alkohola?";"Jedan sat";"30 minuta";"2 sata";"12 sati";"a";"Ljudske mogucnosti";""
"20";"U sledeću rečenicu upišite najtačniji par odgovora od ponuđenih opcija. Hemoglobin u eritrocitima se brže vezuje za nego za .";"Ugljen monoksid / Kiseonik";"Azot / Kiseonik";"Kiseonik / Azot";"Ugljen dioksid / Azot";"a";"Ljudske mogucnosti";""
"21";"Koji organ kontroliše sve ostale telesne funkcije?";"Mozak";"Srce";"Pluća";"Kičmena moždina";"a";"Ljudske mogucnosti";""
"22";"Stanje u kojem telo nema dovoljno kiseonika da bi normalno funkcionisalo zove se:";"Hipoksija";"Hipotenzija";"Hiperventilacija";"Hiperglikemija";"a";"Ljudske mogucnosti";""
"23";"Najčešći simptom ili simptomi hipoksije mogu biti:";"Euforija";"Cijanoza";"Osećaj mravinjanja u koži";"Sve navedeno";"a";"Ljudske mogucnosti";""
"24";"Nakon koje visine je potrebno da piloti udišu dodatni kiseonik?";"10,000 ft.";"2,000 ft.";"8,000 ft.";"20,000 ft.";"a";"Ljudske mogucnosti";""
"25";"U poređenju sa nepušačima, pušači mogu da osete uticaj hipoksije na:";"Manjoj nadmorskoj visini";"Većoj nadmorskoj visini";"Na istoj nadmorskoj visini";"Na bilo kojoj nadmorskoj visini";"a";"Ljudske mogucnosti";""
"26";"Efekti hipoksije se povećavaju:";"Uz sve navedeno";"Povećanjem nadmorske visine";"Povećanjem temperature";"Konzumiranjem alkohola";"a";"Ljudske mogucnosti";""
"27";"Poveli ste prijatelja na let i nalazite se na visini od 6000ft. Vaš putnik počinje da oseća vrtoglavicu, osećaj bockanja u koži, ima poremećaj vida i na kraju gubi svest. Vaš putnik verovatno ima:";"Hiperventilaciju";"Hipoksiju";"Trovanje hranom";"Anginu";"a";"Ljudske mogucnosti";""
"28";"Najčešći simptom ili simptomi hipoksije mogu da budu:";"Sve navedeno";"Gubitak svesti";"Poremećeno rasuđivanja";"Peckanje u prstima ruku i nogu";"a";"Ljudske mogucnosti";""
"29";"Za pilota aviona, koji je na kursu sudara sa brzim avionom iz suprotnog pravca, slika aviona koji se približava će početi da se uvećava na sledeći način:";"U početku samo sporo sve do skoro samog sudara kada slika počinje da se uvećava veoma brzo";"Konstantnom brzinom";"Veoma brzo u početku, a onda nastavlja da raste konstantnom brzinom";"Brzo u početku, a onda ostaje na konstantnoj veličini sve do samog sudara";"a";"Ljudske mogucnosti";""
"30";"Slepilo za boje ili preciznije rečeno poremećaj kolornog vida je prouzrokovan:";"Defektom u strukturi ćelija osetljivih na boje koje se nalaze u mrežnjači";"Defektom u tkivu očnog sočiva";"Defektnim funkcionisanjem cilijarnih mišića";"Skraćenom očnom jabučicom";"a";"Ljudske mogucnosti";""
"31";"Dalekovidost i kratkovidost su obično prouzrokovane:";"Nepravilnim oblikom očne jabučice";"Naprezanjem očiju";"Stresom";"Nepravilnim nošenjem naočara.";"a";"Ljudske mogucnosti";""
"32";"Dalekovidost je prouzrokovana očnom jabučicom i tretira se _, Dok je kratkovidost prouzrokovana očnom jabučicom i tretira se";"Skraćenom / konveksnim naočarima / produžena / konkavnim naočarima";"Produžena / konveksnima naočarima / skraćena / konkavnim naočarima";"Skraćenim / konkavnim naočarima / produžena / konveksnim naočarima";"Produžena / konkavnim naočarima / skraćena / konveksnim naočarima";"a";"Ljudske mogucnosti";""
"33";"Koji od sledećih organa učestvuje u snabdevanju najpouzdanijeg izvora senzornih informacija?";"Oko";"Uho";"Nos";"Neokorteks";"a";"Ljudske mogucnosti";""
"34";"Koji deo oka je zadužen za periferni vid I osetljiv na niske nivoe svetlosti ?";"Ćelije štapići";"Ćelije u zenici osetljive na svetlost(čepići)";"Fovea ( ulegnuće na zenici )";"Mrežnjača";"a";"Ljudske mogucnosti";""
"35";"Miopija praznog prostora je stanje u kojem se oko prirodno fokusira na distanci od otprilike:";"1-2 metra";"Bezgranično";"20- 500 metara";"Na horizont";"a";"Ljudske mogucnosti";""
"36";"Noću je lakše da se fokusirate na objekat ukoliko:";"Gledate više u jednu njegovu stranu";"Gledate direktno u objekat";"Gledate pod uglom od 50 stepeni u bilo koju stranu objekta";"Gledate direktno u objekat dok držite oči maksimalno otvorene";"a";"Ljudske mogucnosti";""
"37";"Da bi se smanjila opasnost od sudara sa drugim avionom, koji može da bude na slepoj mrlji pilota i prilazi pod konstantnim relativnim uglom, pilot bi trebalo da:";"Stalno sistematski posmatra";"Da menja pravac po nekoliko stepeni na svakih 10 minuta.";"Da naginje avion na desno na levo po nekoliko stepeni na svakih 10 minuta";"Povremeno napravi zaokret";"a";"Ljudske mogucnosti";""
"38";"Gde se nalazi slepa mrlja?";"Na mestu gde optički živac ulazi u mrežnjaču";"Na dužici";"Na fovei";"Na ivici sočiva";"a";"Ljudske mogucnosti";""
"39";"Akomodacija je sposobnost sočiva da fokusira svetlosne zrake sa bliskog objekta na foveu: Akomodaciju kontrolišu:";"Cilijarni mišići";"Dužica";"Štapićaste ćelije i ćelije u zenici osetljive na svetlost ( čepići)";"Mrežnjača";"a";"Ljudske mogucnosti";""
"40";"Za adaptaciju na mrak potrebno je za štapiće i za čepiće.";"30 minuta / 7 minuta";"15 minuta / 20 minuta";"7 minuta / 30 minuta";"25 minuta / 45 minuta";"a";"Ljudske mogucnosti";""
"41";"Sposobnost akomodacije oka:";"Smanjuje se onda kad se smanjuje i elastičnost sočiva";"Povećava se onda kad se smanjuje elastičnost sočiva";"Ne zavisi od elastičnosti sočiva";"Nema nikakve veze sa sočivom";"a";"Ljudske mogucnosti";""
"42";"Kada leti sam, pilot koji sumnja da ima simptome prostorne dezorijentacije bi trebalo da:";"Veruje pokazateljima na instrumentima";"Trepne brzo nekoliko puta";"Jako proguta, zatvori nozdrve i izduvava vazduh kroz nos da bi Eustahijeva tuba bila prohodna";"Veruje svojim čulima";"a";"Ljudske mogucnosti";""
"43";"Šta podrazumeva gubitak sluha prouzrokovan bukom?";"Gubitak sluha usled oštećenja kohleje";"Gubitak sluha usled oštećenja slušnih koščica";"Gubitak sluha usled oštećenja vestibularnog aparata";"Gubitak sluha usled oštećenja srednjeg uha";"a";"Ljudske mogucnosti";""
"44";"U koji situacijama se kod pilota javljaju “ leans” ( oblik prostorne dezorijentacije pri uglovnom skretanju)?";"U svim uslovima leta";"Tokom uzletanja";"Pri sletanju";"Pri uzletanju sletanju";"a";"Ljudske mogucnosti";""
"45";"Koje je najvažnije čulo za prostornu orjentaciju ?";"Vid";"Sluh i ravnoteža";"""Seat of the pants"" ( donositi odluke o svemu tokom samog leta I koristiti sopstvenu percepciju umesto prethodnog planiranja ili tehničkih uređaj";"Sva čula igraju važnu ulogu u situacionoj svesnosti";"a";"Ljudske mogucnosti";""
"46";"Na šta bi pilot prvo trebalo da se osloni ukoliko postane dezorijentisan u Vizuelnim meteorološkim uslovima?";"Čulo vida";"Okretanje glave kako bi se opravio od dezorijentacije.";"Čulo ravnoteže";"Instrumente aviona";"a";"Ljudske mogucnosti";""
"47";"Od čega će zavisiti uzrok gubitka sluha zbog buke ?";"I od intenziteta I od trajanja buke iznad 90 dB";"od intenziteta I od trajanja buke iznad 100 dB";"Trajanja buke iznad 100 dB";"Trajanja buke iznad 110 dB";"a";"Ljudske mogucnosti";""
"48";"Frekvenca zvuka koju mlada osoba može da čuje iznosi:";"20 - 20,000 ciklusa u sekundi";"70 - 15.000 ciklusa u sekundi";"80- 20.000 ciklusa u sekundi";"500 - 15.000 ciklusa u sekundi";"a";"Ljudske mogucnosti";""
"49";"Koja je svrha Eustahijeve tube?";"Da dozvoli izjednačenje okolnog pritiska sa obe strane bubne opne";"Da sprovede zvučne talase preko srednjeg uha do slušnog živca";"Da dozvoli okolnom pritisku da se izjednači sa strane bubne opne koja pripada srednjem uhu";"Da dozvoli okolnom pritisku da se izjednači sa obeju strana vestibularnog aparata";"a";"Ljudske mogucnosti";""
"50";"Najznačajniji faktor koji doprinosi početku bolesti kretanja je:";"Neslaganje između vizuelnih i vestibularnih čulnih informacija";"Brzo rotiranje aviona tako da skreće levo ili desno";"Izvođenje visokih G manevara";"Let na maloj brzini";"a";"Ljudske mogucnosti";""
"51";"Za vreme mirnog pravolinijskog leta bilo koje linearno ubrzanje može stvoriti osećaj penjanja. U takvim situacijama pilot bi trebalo da:";"Ignorisati vestibularne informacije i verovati pokazivanju instrumenata aviona";"Ispraviti penjanje guranjem palice napred.";"Osloniti se na informacije vestibularnog aparata kako bi se zadržala orjentacija";"Osloniti se na sopstvenu percepciju kako bi se napravile sve neophodne ispravke";"a";"Ljudske mogucnosti";""
"52";"Jačina zvuka se meri:";"Decibelima";"Hercima";"Paskalima";"Ciklusima u sekundi";"a";"Ljudske mogucnosti";""
"53";"Ukoliko pacijent postane dezorijentisan u instrumentalnim meteorološkim uslovima, na šta bi prvo trebalo da se osloni?";"Instrumente aviona";"Njegovo čulo vida";"Okretanje glave kako bi se oporavio od dezorijentacije";"Ravnotežu";"a";"Ljudske mogucnosti";""
"54";"Vestibularni aparat detektuje ubrzanje:";"Uglovno i linearno";"Linearno";"Uglovno";"Pozitivno “g”";"a";"Ljudske mogucnosti";""
"55";"Ako avion ubrzava, šta otoliti indikuju mozgu?";"Da avion penje.";"Da avion ponire.";"Da avion skreće";"Da avion penje i skreće";"a";"Ljudske mogucnosti";""
"56";"Ako vam je eustahijeva tuba blokirana i ne možete da očistite uši, trebalo bi da:";"Prizemljite se dok se stanje koje izaziva blokadu eustahijeve tube ne završi";"Očistite nos nazalnim inhalatorom pre leta";"Letite samo kao putnik";"Da nastavite sa letom ali da često i jako gutate";"a";"Ljudske mogucnosti";""
"57";"Za vreme leta, promene spoljašnjeg vazdušnog pritiska mogu da dovedu do stanja da se vazduh koji je zarobljen u telesnim šupljinama širi i skuplja. Ovo se zove barotraumas uha i najčešće deluje na:";"Sve navedeno";"Srednje uho";"Sinuse";"Zube";"a";"Ljudske mogucnosti";""
"58";"najbolja prevencija u slučaju da neko ima simptome stroboskopskog efekta je:";"Staviti ga u hlad i reći mu da zatvori oči";"Ostaviti ga da sedi na suncu";"Dati neki zadatak da mu skrenemo pažnju";"Ne preduzimati ništa, jer simptomi traju samo kratko";"a";"Ljudske mogucnosti";""
"59";"Da li se savetuje upravljanje avionom pilotima koji su na nekoj terapiji?";"Ne, osim ako to ne odobri specijalista vazduhoplovne medicine";"Da, ako su u pitanju antibiotici jer oni nemaju neželjene efekte";"Da, ukoliko je u pitanju lek koji se dobija bez recepta";"Ne, ne bi trebalo da lete dok uzimaju bilo koji lek";"a";"Ljudske mogucnosti";""
"60";"Na sposobnost pilota da se odupre silama umerene jačine može da utiče:";"Umor pilota";"Maksimalno opterećenje aviona";"Slabljenje sluha kod starijih osoba";"Sve navedeno";"a";"Ljudske mogucnosti";""
"61";"Koliko dugo ne bi trebalo da leti pilot nakon dobijenog lokalnog anestetika?";"12 sati";"2 sata";"24 sata";"48 sati";"a";"Ljudske mogucnosti";""
"62";"Imate prehladu, nos i sinusi su zapušeni i na rasporedu ste za letenje. Trebalo bi:";"Da uopšte ne letite";"Da uzmete lek pola sata pre leta koji će osloboditi disajne puteve";"Da letite kao da ste zdravi";"Da letite, ali da vodite računa o uzletanju i sletanju pri malim brzinama";"a";"Ljudske mogucnosti";""
"63";"Nakon opšte anestezije, pilot ne bi trebalo da leti najmanje:";"48 sati";"2 sata";"12 sati";"24 sata";"a";"Ljudske mogucnosti";""
"64";"Šta od navedenog dovodi do gubitka svesti?";"Iznenadni šok";"Veoma brzi pokreti oka";"Suviše detaljan plan leta";"Sve navedeno";"a";"Ljudske mogucnosti";""
"65";"U poređenju sa vizuelnim stimulansima, slušni stimulansi ( zvukovi):";"Više privlače pažnju i na njih se češće može pogrešno odgovoriti";"Manje privlače pažnju i na njih se ređe može pogrešno odgovoriti";"Manje privlače pažnju i na njih se češće može pogrešno odgovoriti";"Više privlače pažnju i na njih se ređe može pogrešno odgovoriti";"a";"Ljudske mogucnosti";""
"66";"Ukoliko se pilot približava pisti koja je veća od njegove matične, kakva će biti njegova percepcije te piste ?";"Izgledaće bliža nego što jeste";"Izgledaće dalja nego što jeste";"Razdaljine će se lako procenjivati";"Trebalo bi da se koristi drugačiji pristup";"a";"Ljudske mogucnosti";""
"67";"Pogrešna percepcija koju karakteriše iskrivljenost realnog čulnog stimulusa poznata je kao:";"Halucinacija";"Sanjarenje";"Optička varka";"Reakcija na dosadu";"a";"Ljudske mogucnosti";""
"68";"Ponavljanje informacije nekoliko puta prebacuje je u dugoročno pamćenje i to se naziva:";"Vežbanje";"Indukcija memorije";"Podsticanje";"Kratkoročna memorija";"a";"Ljudske mogucnosti";""
"69";"Koliko jedinica sadržaja ima kratkoročna memorija i koliko dugo ih čuva?";"7 jedinica, 10 do 20 sekundi";"4 jedinice, 15 sekundi";"15 jedinica, 1-5 minuta";"7 jedinica, 5 -10 minuta";"a";"Ljudske mogucnosti";""
"70";"Ako je pilot navikao da leti u relativno zagađenom I zamagljenom vazduhu, onda će pri letenju na čistom nebu:";"Udaljeni objekti će izgledati bliže nego što zaista jesu";"Udaljeni objekti će izgledati dalje nego što zaista jesu";"Bliži objekti će biti pogrešno zamenjeni sa daljim";"Bliži objekti mogu izgledati dalje nego što jesu";"a";"Ljudske mogucnosti";""
"71";"Od ponuđenih opcija izaberite tačan redosled različitih faza procesa rezonovanja:";"Detekcija, Percepcija, odlučivanje, akcija, povratna informacija";"Percepcija, akcija, povratna informacija, detekcija, odlučivanje";"Detekcija, povratna informacija, odlučivanje akcija, percepcija";"Detekcija, percepcija, odlučivanje, povratna informacija, akcija";"a";"Ljudske mogucnosti";""
"72";"Šta od sledećeg daje iluziju da je vazduhoplov niži u prilazu?";"Pista koja se spušta.";"Pista koja se penje.";"Svetliji aerodrom u tamnoj pozadini.";"Uža pista od normalne.";"a";"Ljudske mogucnosti";""
"73";"Kao kapetan aviona, trebalo bi da pokažete dobre veštine u vođstvu. Koja od ponuđenih nije takva veština?";"Agresivno istupanje";"Planiranje unapred";"Održavanje dobre svesnosti situacije";"Delegiranje zadataka";"a";"Ljudske mogucnosti";""
"74";"Planirali ste da vodite nekoliko prijatelja na rekreativni let. Na dan letenja, meteorološki uslovi su prilično loši I duva jak vetar na pisti. Kao neko ko je kompetentan u proceni rizika, šta ćete odlučiti?";"Odložiti let za drugi put, i razočarati svoje prijatelje.";"Poleteti po planu, i uvek istrajati na planu let ako je to moguće.";"Nastaviti sa letom i iskoristiti priliku za uvežbavanje letenja u lošim meteo uslovima.";"Pitati prijatelje da li su spremni leteti u trenutnim uslovima,ne procenjujući svoje mogućnosti";"a";"Ljudske mogucnosti";""
"75";"Da li će prethodno iskustvo uticati na pilota u donošenju odluka ?";"Da, prošlo iskustvo može da ima ulogu u odlučivanju";"Da, ali samo ako je dobro iskustvo";"Da, ali samo ako je iskustvo loše.";"Ne, odluke nisu u vezi sa iskustvom";"a";"Ljudske mogucnosti";""
"76";"Mentalna preopterećenost najčešće:";"Vodi ka degradiranom izvođenju";"Vodi ka boljem izvođenju";"Nema efekta na izvođenje";"Prouzrokuje promene u brzini I tačnosti izvođenja koje varira od pojedinaca do pojedinca";"a";"Ljudske mogucnosti";""
"77";"Ako kao neiskusan pilot, letite sa nekim ko ima veliko iskustvo I uočite da radi nešto što smatrate opasnim, trebalo bi da:";"Odmah ga pitate o tome šta radi";"Sačekate dok se akcija ili manevar ne završi i onda ga pitate";"Ignorišete situaciju jer očigledno zna šta radi";"Ne preduzimate ništa u tom trenutku, ali kada sletite proverićete ispravnost takve akcije sa svojim instruktorom";"a";"Ljudske mogucnosti";""
"78";"Dobri brifing sastanci su veoma važni. Šta može da bude rezultat lošeg brifinga ?";"Povećana nesigurnost";"Dobar transfer znanja";"Dobro razumevanje informacija";"Smanjena nesigurnost";"a";"Ljudske mogucnosti";""
"79";"Najbolje vreme da pilot putnicima da informaciju o proceduri u slučaju opasnosti je:";"Za vreme informacija o merama bezbednosti";"U trenutku kad se pojavi bilo koja opasnost ; nije potrebno brinuti pre toga";"Dok se čeka poletanje";"Neposredno nakon poletanja";"a";"Ljudske mogucnosti";""
"80";"Dva pilota sede za komandama i oba su kvalifikovana za tip. Na početku leta dolazi do otkaza motora. Ko preuzima kontrolu nad avionom?";"Pilot koji je u pre leta pripremljen za otkaze, kapetan treba da se složi sa takvom situacijom.";"Pilot koji sedi na levom sedištu.";"Kapetan.";"Pilot koji ima više iskustva od njih dvojice.";"a";"Ljudske mogucnosti";""
"81";"Koja od sledećih karakteristika ili stavova pilota je opasna tokom leta ?";"Arogantnost I agresivnost";"razvijen osećaj za vođstvo";"Poštovanje mišljenja drugih .";"Sve navedeno";"a";"Ljudske mogucnosti";""
"82";"Koji od sledećih načina pomaže da se izbegne stres u kabini pilota ?";"Ne dozvolite sebi prebrzo reagovanje pre nego što ste spremni";"Uvek držati pored sebe hladno piće";"Modifikovanje vašeg plana pre leta kad god osetite da ste skrenuli sa puta ili kasnite";"Sve navedeno";"a";"Ljudske mogucnosti";""
"83";"Šta su stres faktori ili stresori?";"Događaji i okolnosti koji dovode do stresa";"Induktori brzine pulsa";"Okolnosti I događaji koji provociraju bilo koju vrstu reakcije na potrebe ljudskog organizma";"Mere stresa koje ispoljava pojedinac";"a";"Ljudske mogucnosti";""
"84";"U prikazu koje vrste podataka analogni displej je bolji od digitalnog?";"Kvalitativnih.";"Kvantitativnih.";"Numeričkih.";"Subjektivnih.";"a";"Ljudske mogucnosti";""
"85";"Šta je od sledećeg tačno kada pilot sedi visoko u kabini? A. Dobar pogled na dole izvan kabine. B. Loš pregled instrumenata. C. Ometanje pri pogledu na gore izvan kabine.";"A), B) i C).";"A).";"A) i B).";"A) i C).";"a";"Ljudske mogucnosti";""
"86";"Spremate se za trening let sa instruktorom i ne možete da nađete listu za proveru. Trebalo bi da:";"Odvojite vreme kako biste pronašli listu čak I po cenu da propustite vreme poletanja.";"Izvršite provere na osnovu sećanja";"Iskoristite listu za proveru za drugi tip aviona";"Oslonite na instruktora da će uraditi sve što ste možda propustili";"a";"Ljudske mogucnosti";""
"87";"Ukoliko je neophodan savet u vezi sa mogućim letenjem tokom bolesti, pilot bi trebalo da kontaktira;";"Ovlašćenog lekara";"Svog porodičnog lekara";"Najbližu bolnicu";"";"a";"Ljudske mogucnosti";""
"88";"Šta uvek negativno utiče na sposobnost za letenje?";"Analgetici i antihistaminici,";"Voće";"Povrće";"Voda";"a";"Ljudske mogucnosti";""
"89";"Kod pilota, dugi letovi tokom visokih letnjih temperatura povećavaju mogućnost za nastanak dehidriranosti obzirom da:";"Suvi vazduh na visinama povećava brzinu gubitka vode iz tela.";"Vlažan vazduh na visinama pomaže da telo zadrži vlagu.";"Temperatura se smanjuje povećanjem visine";"";"a";"Ljudske mogucnosti";""
"90";"Do bolesti kretanja dovodi:";"Kontinuirana stimulacija malog dela unutrašnjeg uha koja koji kontroliše osećaj ravnoteže.";"Nestabilnost moždanih ćelija koja utiče na ravnotežu i uglavnom se može prevazići iskustvom";"Kretanje aviona dovodi do stvaranja kiseline u želucu koja prouzrokuje skupljanje unutrašnjeg zida želuca";"";"a";"Ljudske mogucnosti";""
"91";"Koji savet biste dali pilotu koji ima simptome bolesti kretanja?";"Da izbegavaju nepotrebne pokrete glave i da usmere pogled na neku tačku izvan aviona";"Uzimanje lekova koji sprečavaju bolest kretanja";"Spustiti glavu, zatvoriti oči i duboko udahnuti nekoliko puta";"";"a";"Ljudske mogucnosti";""
"92";"U avionima u kojima vazduh nije pod pritiskom, na velikim visinama količina kiseonika koja prolazi iz plućanih alveola u krv je:";"Smanjena zbog niskog parcijalnog pritiska kiseonika";"Smanjena zbog nižih temperatura";"Nepromenjena u odnosu na vrednost na nivou mora";"";"a";"Ljudske mogucnosti";""
"93";"Tokom penjanja na visinu od 18 000 ft, procenat kiseonika u atmosferi se:";"Ostaje isti";"Povećava";"Smanjuje";"";"a";"Ljudske mogucnosti";""
