"224";"Planirali ste da vodite nekoliko prijatelja na rekreativni let. Na dan letenja, meteorološki uslovi su \nprilično loši I duva jak vetar na pisti. Kao neko ko je kompetentan u proceni rizika, šta ćete odlučiti?";"Odložiti let za drugi put, i razočarati svoje prijatelje.";"Poleteti po planu, i uvek istrajati na planu let ako je to moguće.";"Nastaviti sa letom i iskoristiti priliku za uvežbavanje letenja u lošim meteo uslovima.";"Pitati prijatelje da li su spremni leteti u trenutnim uslovima,ne procenjujući svoje \nmogućnosti";"A";"limits"
"225";"Da li će prethodno iskustvo uticati na pilota u donošenju odluka ?";"Da, prošlo iskustvo može da ima ulogu u odlučivanju";"Da, ali samo ako je dobro iskustvo";"Da, ali samo ako je iskustvo loše.";"Ne, odluke nisu u vezi sa iskustvom";"A";"limits"
"226";"Mentalna preopterećenost najčešće:";"Vodi ka degradiranom izvođenju";"Vodi ka boljem izvođenju";"Nema efekta na izvođenje";"Prouzrokuje promene u brzini I tačnosti izvođenja koje varira od pojedinaca do pojedinca";"A";"limits"
"227";"Ako kao neiskusan pilot, letite sa nekim ko ima veliko iskustvo I uočite da radi nešto što smatrate \nopasnim, trebalo bi da:";"Odmah ga pitate o tome šta radi";"Sačekate dok se akcija ili manevar ne završi i onda ga pitate";"Ignorišete situaciju jer očigledno zna šta radi";"Ne preduzimate ništa u tom trenutku, ali kada sletite proverićete ispravnost takve akcije sa \nsvojim instruktorom";"A";"limits"
"228";"Dobri brifing sastanci su veoma važni. Šta može da bude rezultat lošeg brifinga ?";"Povećana nesigurnost";"Dobar transfer znanja";"Dobro razumevanje informacija";"Smanjena nesigurnost";"A";"limits"
"229";"Najbolje vreme da pilot putnicima da informaciju o proceduri u slučaju opasnosti je:";"Za vreme informacija o merama bezbednosti";"U trenutku kad se pojavi bilo koja opasnost ; nije potrebno brinuti pre toga";"Dok se čeka poletanje";"Neposredno nakon poletanja";"A";"limits"
"230";"Dva pilota sede za komandama i oba su kvalifikovana za tip. Na početku leta dolazi do otkaza \nmotora. Ko preuzima kontrolu nad avionom?";"Pilot koji je u pre leta pripremljen za otkaze, kapetan treba da se složi sa takvom situacijom.";"Pilot koji sedi na levom sedištu.";"Kapetan.";"Pilot koji ima više iskustva od njih dvojice.";"A";"limits"
"231";"Koja od sledećih karakteristika se odlično komunicira I posebno je opasna tokom leta ?";"Arogantnost I agresivnost";"razvijen osećaj za vođstvo";"Poštovanje mišljenja drugih .";"Sve navedeno";"A";"limits"
"232";"Koji od sledećih načina pomaže da se izbegne stres u kabini pilota ?";"Ne dozvolite sebi prebrzo reagovanje pre nego što ste spremni";"Uvek držati pored sebe hladno piće";"Modifikovanje vašeg plana pre leta kad god osetite da ste skrenuli sa puta ili kasnite";"Sve navedeno";"A";"limits"
"233";"Šta su stres faktori ili stresori?";"Događaji i okolnosti koji dovode do stresa";"Induktori brzine pulsa";"Okolnosti I događaji koji provociraju bilo koju vrstu reakcije na potrebe ljudskog organizma";"Mere stresa koje ispoljava";"A";"limits"
"234";"U prikazu koje vrste podataka analogni displej je bolji od digitalnog?";"Kvalitativnih.";"Kvantitativnih.";"Numeričkih.";"Subjektivnih.";"A";"limits"
"235";"Šta je od sledećeg tačno kada pilot sedi visoko u kabini?\nA. Dobar pogled na dole izvan kabine. \nB. Loš pregled instrumenata. \nC. Ometanje pri pogledu na gore izvan kabine.";"A), B) I C)";"A)";"A) I B).";"A) i C).";"A";"limits"
"236";"Spremate se za trening let sa instruktorom i ne možete da nađete listu za proveru. Trebalo bi da:";"Odvojite vreme kako biste pronašli listu čak I po cenu da propustite vreme poletanja.";"Izvršite provere na osnovu sećanja";"Iskoristite listu za proveru za drugi tip aviona";"Oslonite na instruktora da će uraditi sve što ste možda propustili";"A";"limits"
"237";"Ukoliko je neophodan savet u vezi sa mogućim letenjem tokom bolesti, pilot bi trebalo da \nkontaktira;";"Ovlašćenog lekara";"Svog porodičnog lekara";"Najbližu bolnicu";"";"A";"limits"
"238";"Šta uvek negativno utiče na sposobnost za letenje?";"Analgetici i antihistaminici, dobijeni na recept.";"Analgetici i antihistaminici, dobijeni bez recepta";"Antibiotici i anestetici";"";"A";"limits"
"239";"Kod pilota, dugi letovi tokom visokih letnjih temperatura povećavaju mogućnost za nastanak \ndehidriranosti obzirom da:";"Suvi vazduh na visinama povećava brzinu gubitka vode iz tela.";"Vlažan vazduh na visinama pomaže da telo zadrži vlagu.";"Temperatura se smanjuje povećanjem visine";"";"A";"limits"
"240";"Do bolesti kretanja dovodi:";"Kontinuirana stimulacija malog dela unutrašnjeg uha koja koji kontroliše osećaj ravnoteže.";"Nestabilnost moždanih ćelija koja utiče na ravnotežu i uglavnom se može prevazići \niskustvom";"Kretanje aviona dovodi do stvaranja kiseline u želucu koja prouzrokuje skupljanje \nunutrašnjeg zida";"";"A";"limits"
"241";"Koji savet biste dali pilotu koji ima simptome bolesti kretanja?";"Da izbegavaju nepotrebne pokrete glave i da usmere pogled na neku tačku izvan aviona";"Uzimanje lekova koji sprečavaju bolest kretanja";"Spustiti glavu, zatvoriti oči i duboko udahnuti nekoliko puta";"";"A";"limits"
"242";"U avionima u kojima vazduh nije pod pritiskom, na velikim visinama količina kiseonika koja prolazi \nmembrane pluća u krv je:";"Smanjena zbog niskog parcijalnog pritiska kiseonika";"Smanjena zbog nižih temperatura";"Nepromenjena u odnosu na vrednost na nivou mora";"";"A";"limits"
"243";"Tokom penjanja na visinu od 18 000 ft, procenat kiseonika u atmosferi se:";"Ostaje isti";"Povećava";"Smanjuje";"";"A";"limits"
"244";"Iako nije obavezan, dopunski kiseonik se preporučuje kada se leti noću na visinama iznad:";"1,500 m (5,000 ft).";"3,050 m (10,000 ft).";"3,800 m (12,500 ft).";"";"A";"limits"
"245";"Hipoksija je rezultat:";"Manjka kiseonika u telu";"Nedovoljnog kiseonika u vazduhu";"Prekomerne količine azota u krvotoku";"";"A";"limits"
"246";"Koja izjava u vezi sa hipoksijom je tačna?";"Bockanje koje se oseti u koži i lažan osećaj sigurnosti mogu da budu simptomi hipoksije";"Hipoksija nastaje usled prisustva mehurića azota u zglobovima i krvotoku";"Efekti hipoksije mogu se prevazići ako se nateramo da se fokusiramo na instrumente.";"";"A";"limits"
"247";"Šta se javlja pri penjanju na visinu iznad 18 000 ft u avionu bez pritiska vazduha i bez dopunskog \nkiseonika ?";"Pritisak kiseonika u plućima ne može se održati bez povećanja pritiska udahnutog kiseonika";"Gasovi zarobljeni u telu se skupljaju i sprečavaju azot da pređe u krvotok";"Pritisak u srednjem uhu postaje manji od atmosferskog pritiska u kabini.";"";"A";"limits"
"248";"Sklonost ka trovanju ugljen monoksidom se povećava:";"Porastom nadmorske visine.";"Smanjenjem nadmorske visine";"Povećanjem vazdušnog";"";"A";"limits"
"249";"Ugljen monoksid u kabini aviona je:";"Teško prepoznatljiv zbog toga što je bez mirisa i boje";"Lako prepoznatljiv zbog specifičnog mirisa";"Lako prepoznatljiv zbog specifične boje";"";"A";"limits"
"250";"Velike koncentracije ugljen monoksida u ljudskom telu dovode do:";"Gubitka snage mišića";"Stezanja u predelu čela";"Izraženog osećaja zadovoljstva";"";"A";"limits"
"251";"Kako pušenje utiče na pilota ?";"Povećava toplotu tela koja zbog toga stvara veću potrebu za kiseonikom";"Smanjuje noćni vid za 50 procenata";"Stvara dodatni ugljen dioksid u telu što obično dovodi do hiperventilacije";"";"A";"limits"
"252";"Šta najčešće dovodi do hiperventilacije?";"Emotivna napetost, strah";"Prekomerno konzumiranje alkohola";"Ekstremno sporo disanje i nedovoljna količina kiseonika";"";"A";"limits"
"253";"Brzo ili veoma duboko disanje tokom korišćenja kiseonika može dovesti do stanja koje se \nzove:";"Hiperventilacija";"Hipoksija.";"Aerotitis.";"";"A";"limits"
"254";"Hiperventilacija nastaje zbog:";"Manjka ugljen dioksida u telu";"Leta na velikim visinama i bez dopunskog kiseonika";"Suviše brzo disanje dovodi do nedostatka kiseonika";"";"A";"limits"
"255";"Pilot bi trebalo da prevaziđe simptome ili da izbegne kasnija javljanja hiperventilacije ?";"Usporavanjem brzine disanja, disanjem u kesu ili glasnim govorom";"Pažljivim posmatranjem instrumenata kako bi kontrolisao avion";"Povećanjem brzine disanja da bi se povećala ventilacija pluća";"";"A";"limits"
"256";"Ukoliko bi nakon ronjenja, koje nije zahtevalo kontrolisani izlazak na površinu, osoba \ntrebalo da leti na visini do 2400m( 8000 ft), preporučeno vreme koje bi trebalo da prođe pre tog \nleta je bar:";"4 sata";"12 sati.";"24";"";"A";"limits"
"257";"Ukoliko bi nakon ronjenja, koje je zahtevalo kontrolisani izlazak na površinu, osoba trebalo \nda leti na visini do 2400m( 8000 ft), preporučeno vreme koje bi trebalo da prođe pre tog leta je \nbar:";"24 sata";"4 sata";"12 sati";"";"A";"limits"
"258";"Adaptacija na mrak se oštećuje izlaganjem:";"Pritisku u kabini na visinama iznad 1500 m(5 000 ft)";"Ugljen dioksidu.";"Vitaminu A u ishrani";"";"A";"limits"
"259";"Koje pripreme su potrebne pilotu da bi adaptirao oči na noćno letenje?";"Izbegavanje belog svetla bar 30 minuta pre leta";"Nošenje naočara za sunce sve dok ne bude spreman za let";"Izbegavanje crvenog svetla bar 30 minuta pre leta";"";"A";"limits"
"260";"Jedan od načina za povećanje efektivnosti noćnog vida je:";"Forsirati gledanje izvan centra oka";"Direktno gledanje u objekte";"Povećati intenzitet unutrašnjeg osvetljenja";"";"A";"limits"
"261";"Koji je najefektivniji način gledanja tokom noćnog leta?";"Polako skretati pogled da bi se omogućilo gledanje izvan centra oka";"Gledati samo daleko, ka nejasnom svetlu";"Koncentrisati se direktno na svaki objekat na nekoliko sekundi";"";"A";"limits"
"262";"Najefikasnija tehnika otkrivanja drugog aviona tokom noći je:";"Izbeći direktno intenzivno gledanje u pravcu gde možda leti drugi avion";"Okretati glavu i brzo preći pogledom preko celog vidljivog regiona";"Izbegavanje posmatranja regiona ispod horizonta da bi se izbegao efekat zemaljskog svetla \nna naše oči.";"";"A";"limits"
"263";"Najbolji metod u traženju nekog drugog saobraćaja noću je";"Gledati u stranu objekta i polako pretraživati";"Pretraživati vidno polje veoma brzo";"Gledati u stranu objekta i brzo pretraživati";"";"A";"limits"
"264";"Pre nego što se započne svaki manevar, svaki pilot bi trebalo da:";"Vizuelno osmotri celu oblast da bi se izbegao sudar.";"Proveri visinu, brzinu i kurs";"Obavestiti o namerama najbližu kontrolu";"";"A";"limits"
"265";"Pravilna tehnika osmatranja vazdušnog prostora levo i desno od nosa aviona je:?";"Sistematski se fokusirati nakratko u različitim smerovima.";"Stalno prebacivati pogled od vetrobranskog stakla levo i desno..";"Koncentrisati se na relativno kretanje koje vidimo perifernim delom oka.";"";"A";"limits"
"266";"Koji efekat ima zamagljenost na sposobnost uočavanja saobraćaja ili strukturu terena \ntokom noći?";"Sav saobraćaj ili struktura terena izgledaju dalje nego što zaista jesu";"Zamagljenost dovodi do fokusiranja očiju na beskonačan prostor";"Tokom zamagljenosti, oči se preopterete i onda ne detektuju lako relativne pokrete";"";"A";"limits"
"267";"Stanje prolazne konfuzije koje nastaje kada različiti čulni organi šalju pogrešne informacije \nmozgu zove se:";"Prostorna dezorijentacija";"Hiperventilacija";"Hipoksija";"";"A";"limits"
"268";"Šta se preporučuje u cilju sprečavanja ili prevazilaženja prostorne dezorijentacije:";"U potpunosti se osloniti na pokazatelje instrumenata leta";"Izbegavati brze okrete i grube pokrete komandama.";"Redukovati pokrete glave i očiju što je moguće više";"";"A";"limits"
"269";"Piloti je skloniji prostornoj dezorijentaciji ukoliko se :";"Koriste telesni signali da bi se protumačila visina na kojoj se leti";"Ignorišu informacije koje stižu iz mišića i srednjeg uha";"Često prebacuje pogled sa instrumenta na instrument";"";"A";"limits"
"270";"Opasnost od prostorne dezorijentacije tokom leta u pri slaboj vidljivosti može se \nredukovati:";"Verovanjem instrumentima pre nego verovanjem čulnim organima";"Brzim skretanjem pogleda sa spoljašnjeg vidnog polja na instrument tablu";"Naginjanjem tela u smeru suprotnom od kretanja aviona";"";"A";"limits"
"271";"Ako pilot ima prostornu dezorijentaciju tokom leta gde su smanjeni vidni uslovi, najbolji \nnačin prevazilaženja ovog stanja je:";"Oslanjanje na pokazivanje instrumenata";"Koncentrisati se na osećaj za smer,nagib i ugao penjanja (poniranja).";"Svesno smanjivanje brzine disanja sve dok se simptomi ne nestanu,nakon čega se vraća \nnormalna brzina disanja";"";"A";"limits"
"272";"Veliko ubrzanje može stvoriti iluziju";"Podizanja nosa aviona.";"Levog zaokreta.";"Spustanja nosa";"";"A";"limits"
"273";"Ko je odgovoran da proceni da li je pilot zdravstveno sposoban za određeni let, čak iako on \nili ona imaju validno lekarsko uverenje:";"Pilot";"Ovlašćeni lekar";"Kabinsko osoblje";"";"A";"limits"
"274";"Najčešći faktor koji utiče na većinu nesreća koje je mogu sprečiti:";"Ljudska greška";"Mehanička neispravnost.";"Lom strukture.";"";"A";"limits"
"275";"Koja je to stvar koju pilot zapostavlja u situaciji kada se oslanja na kratkoročnu ili dugoročnu \nmemoriju?";"Lista provere.";"Svesnost situacije.";"Letenje izvan envelope";"";"A";"limits"
"276";"Konstantno pridržavanje odobrene liste provere je znak:";"Disciplinovanog i kompetentnog pilota.";"Pilota koji nema potrebno znanje.";"Pilota sa malim naletom";"";"A";"limits"
"277";"Da bi se izbeglo propuštanje važnih koraka, uvek koristite:";"Odgovarajuću listu provere";"Nalepnice podsetnike";"Podatke iz potvrde o plovidbenosti";"";"A";"limits"
"278";"Pravilan proces od tri koraka u prenosu kontrole u letenju među pilotima uključuje sledeće \nreči: (a)Tvoje komande, (b) Moje komande, i (c)____________";"Tvoje komande";"Moj avion";"Moje komande";"";"A";"limits"
"279";"Menadžment rizika, ako deo proces donošenja odluka u vazduhoplovstvu, u cilju \nredukovanja rizika koji donosi svaki pojedinačni let oslanja se na:";"Svesnost situacije, prepoznavanje problema i dobro rasuđivanje";"Primenu menadžmenta stresa i procedura rizičnih elemenata";"Mentalni proces analiziranja svih informacija u određenoj situaciji i donošenje odluka u tom \ntrenutku o akcijama koje bi trebalo";"";"A";"limits"
"280";"Pogubni stavovi se javljaju kod svih pilota u određenoj meri i u nekim momentima. \nKoji od sledećih navedenih su takvi stavovi:";"Stav protiv autoriteta, impulsivnost, mačo stav, pomirenje sa sudbinom ( rezignacija ) i \nneranjivost";"Loš menadžment rizika i nedostatak menadžmenta stresa";"Loša svesnost situacije, naglo osuđivanje i nedostatak procesa donošenja odluka";"";"A";"limits"
"281";"U procesu donošenja odluka u vazduhoplovstvu, koji je prvi korak u neutralisanju pogubnih \nstavova?";"Prepoznavanje pogubnih misli";"Racionalno rasuđivanje";"Priznavanje neozledivosti situacije";"";"A";"limits"
"282";"Šta pomaže u situaciji kada pilot ima poguban impulsivan stav ?";"Ne tako brzo, prvo razmisli";"To se može i meni desiti";"Završi sa tim što pre";"";"A";"limits"
"283";"Šta pomaže u situaciji kada pilot ima poguban stav „ protiv autoriteta“ ?";"Poštovati pravila";"Pravila se ne primenjuju u ovoj situaciji";"Znam šta radim";"";"A";"limits"
"284";"Šta pomaže u situaciji kada pilot ima poguban stav „neranjivosti“ ?";"To se može i meni desti";"Ne može biti tako loše";"To se meni neće desiti.";"";"A";"limits"
"285";"Na nekoj nadmorskoj visini, pritisak kiseonika u atmosferi je:";"Niži u odnosu na srednji nivo mora";"Isti kao na srednjem nivou mora";"Viši u odnosu na srednji nivo mora";"Bez promena jer parcijalni pritisak ne zavisi od nadmorske visine";"A";"limits"
"286";"Piloti sa izuzetnom prekomernom težinom su skloniji jednom od sledećih stanja ?";"Infarktu";"Hipoksiji na većim visinama";"Hipotermiji";"Sve";"A";"limits"
"287";"“ Greška “ je generički termin koji opisuje sve situacije kada serije mentalnih ili fizičkih \naktivnosti ne dovedu do planiranih rezultata.“Greške “:";"Mogu biti izolovane ili kumulativne";"Su izolovane bez daljih posledica ili uticaja";"Su kumulativne, jedna greška vodi do druge , što dovodi do treće itd.";"Uvek su deo “lanca grešaka”";"A";"limits"
"288";"Koja izjava je tačna kada je u pitanju prisustvo alkohola u ljudskom telu?";"Alkohol doprinosi da pilot bude skloniji stanju hipoksije.";"Male količine alkohola neće ugroziti letačke veštine.";"Kafa pomaže u razgradnji alkohola i olakšava mamurluk.";"";"A";"limits"
"289";"Koja rečenica definiše hipoksiju:";"Stanje nedostatka kiseonika u telu";"Abnormalno povećanje volumena udahnutog vazduha";"Stanje u kojem se formiraju mehurići gasa oko zglobova i mišića";"";"A";"limits"
"290";"Osoba ne može biti član posade aviona civilnog saobraćaja ukoliko je konzumirala alkohol";"8 sati pre leta.";"12 sati pre leta";"24 sati pre leta";"";"A";"limits"
"291";"Iluziju da je avion na većoj visini nego što zaista jeste stvara:";"Teren koji se spušta.";"Teren koji se penje.";"Atmosferska zamagljenost";"";"A";"limits"
"292";"Visinomer sa tri skazaljke koristi se u mnogim avionima lake avijacije \na. Lako se dešava da se pogrešno očitava\nb. Retko se pogrešno očitava\nc. Tačan I pouzdan\nd. Nije baš pouzdan i tačan";"Pod a) i c)";"Samo pod  a)";"\nSamo pod b)";"Pod b) I d)";"A";"limits"
"293";"Koji od sledećih termina se generalno koristi da opiše vrstu ili vrste memorije u okviru \npredmeta Ljudske sposobnosti I ograničenja?";"Dugoročna memorija";"Senzitivna memorija";"Vrlo srećna sećanja";"Sve";"A";"limits"
"294";"Spoljašnje, srednje I unutrašnje uho su ispunjeni:";"Vazduhom, vazduhom, tečnošću.";"Vazduhom, tečnošću, tečnošću";"Tečnošću, vazduhom, vazduhom";"Tečnošću, tečnošću, vazduhom";"A";"limits"
"295";"Presbiakuzija je oštećenje sluha usled:";"Godina starosti";"Oštećenja kohleje";"Oštećenje polukružnih kanala";"Pušenja";"A";"limits"
"296";"Šta izaziva konduktivnu nagluvost:";"Oštećenje slušnih koščica ili bubne opne";"Oštećenje spoljašnjeg uha";"Oštećenje ušne školjke";"Oštećenje srednjeg uha";"A";"limits"
"297";"U kojem delu oka je vizuelna oštrina najveća?";"Fovea (ulegnuće na zenici )";"Mrežnjača";"Zenica";"Rožnjača";"A";"limits"
"298";"Da bi video jasnu sliku dolazećeg aviona koji je zapažen okom, pilot bi trebalo da:";"Gleda direktno na dolazeći avion";"Da gleda u jednu stranu dolazećeg aviona";"Da započne sistematsko skeniranje prostora ispred njega";"Da trepne nekoliko puta da bi slika bila jasnija";"A";"limits"
"299";"Količinu svetlosti koja ulazi u oko kontroliše:";"Dužica";"Rožnjača";"Sočiva";"Zenica";"A";"limits"
"300";"U kojem delu srca kontrakcijama nastaje puls?";"Levoj komori";"Levoj pretkomori";"Desnoj komori";"Desnoj";"A";"limits"
"301";"Ispod sloja tropopauze,vrednosti Međunarodne Standardne Atmosfere (ISA) po ICAO su :";"Vazdušni pritisak na nivou mora 1013.25mb, vrednost temperature na nivou mora 15°C pri čemu \nse temperatura smanjuje za 1.98°C na svakih 1000 ft do visine 36090ft";"Vazdušni pritisak na nivou mora 1013.25mb, vrednost temperature na nivou mora 15°C, pri čemu \nse temperatura smanjuje za 2°C na svakih 1000 ft sve dok ne dostigne vrednost od -65.6°C na \nvisini 36090ft";"Vazdušni pritisak na površini zemlje 1013.25mb, vrednost temperature na nivou mora 15°C pri \nčemu se temperatura smanjuje za 1.98°C na svakih 1000 ft dok ne dostigne vrednost apsolutne \nnule (-273,15°C)";"Vazdušni pritisak na nivou mora 1225g/m-3, vrednost temperature na nivou mora 15°C pri čemu \nse temperatura smanjuje za 2°C na svakih 1000 ft do visine 36090ft";"A";"meteo"
"302";"U kojem sloju atmosfere se nalazi najveća količina vodene pare?";"U Troposferi";"U Tropopauzi";"U Stratosferi";"U Stratopauzi";"A";"meteo"
"303";"Koja je zastupljenost gasova u atmosferi?";"Kiseonik 21%, Azot 78%, ostali gasovi 1%";"Kiseonik 21%, Vodonik 78%, ostali gasovi 1%";"Azot 78%, Argon 21%, Kiseonik 1%";"Azot 78%, Kiseonik 21%, Vodonik 1%";"A";"meteo"
"304";"Sloj atmosfere je najbliži zemlji u kojem nastaje najveći deo meteoroloških pojava?";"Troposferi";"Tropopauzi";"Stratosferi";"Mezosferi";"A";"meteo"
"305";"Prognozirana temperature od 5°C na nadmorskoj visini od 2000 ft na osnovu ICAO ISA može se \npredstaviti kao:";"ISA -6";"IAS +6";"ISA +5";"IAS -";"A";"meteo"
"306";"Kako se naziva instrument koji obezbeđuje merenje,kontinuirani zapis i čitanje podataka atmosferskog \npritiska?";"Barograf";"Barometar";"Higrometar";"Anemograf";"A";"meteo"
"307";"Atmosferski Pritisak";"Smanjuje se sa smanjenjem vertikalnog gradijenta pritiska sa porastom visine";"Smanjuje se sa povećanjem vertikalnog gradijenta pritiska sa porastom visine";"Smanjuje se sa konstantnim vertikalnim gradijentom pritiska sa porastom visine";"Smanjuje se sa konstantnim vertikalnim gradijentom pritiska do tropopauze a nakon toga \nostaje konstantan";"A";"meteo"
"308";"Šta predstavljaju blisko postavljene izobare?";"Veliki gradijent pritiska i slabe vetrove";"Veliki gradijent pritiska i jake vetrove";"Mali gradijent pritiska i slabe vetrove";"Mali gradijent pritiska i jake vetrove";"A";"meteo"
"309";"Linija koja na meteorološkoj karti povezuje mesta koja imaju jednake vrednosti barometarskog pritiska \nna istoj nadmorskoj visini naziva se:";"Izobara";"Izoterma";"Izalobara";"Kontura";"A";"meteo"
"310";"U poređenju sa ISA uslovima , kakav uticaj ima topli vazduh na rastojanje prikazano kao promena \npritiska za 1 hpa ( barometarska visinska stepenica)";"Povećava ga";"Smanjuje ga";"Nema nikakvog uticaja";"Nemoguće je odrediti";"A";"meteo"
"311";"Kolika je gustina vazduha na nivou mora prema međunarodnoj standardnoj atmosferi (ISA uslovi)?";"1225 g/ m3";"12.25 g/ m3";"1.225 g/ m3";"122.5 g/ m3";"A";"meteo"
"312";"Gustina na površini zemlje je mala kada je:";"Nizak pritisak i velika temperatura";"Visok pritisak i velika temperatura";"Visok pritisak i mala temperatura";"Nizak pritisak i mala";"A";"meteo"
"313";"Uopšteno, sa povećanjem visine :";"Temperatura,pritisak i gustina se smanjuju";"Temperatura se smanjuje a gustina se povećava";"Temperatura i pritisak se povećavaju a gustina se smanjuje";"Temperatura se smanjuje a pritisak i gustina se povećavaju";"A";"meteo"
"314";"Definicija gustine je :";"Masa po jedinici zapremine";"Masa po jedinice površine";"Težina vazduha po jedinice površine";"Količinski odnos zapremine i mase";"A";"meteo"
"315";"Pod kojim uslovima će gustina vazduha na bilo kom mestu biti najmanja :";"Na velikoj visini, velikoj temperaturi i velikoj vlažnosti vazduha";"Na maloj visini,velikoj temperaturi i veliko vlažnosti vazduha";"Na velikoj visini,velikoj temperaturi i maloj vlažnosti vazduha";"Na maloj visini,maloj temperaturi I maloj vlažnosti vazduha";"A";"meteo"
"316";"Koje od navedenih tvrđenja je ispravno?";"Na bilo kojoj temperaturi gustina vazduha u uslovima anticiklona biće veća od gustine \nvazduha kada je pritisak na nivou mora niži";"Kako se gustina vazduha povećava sa smanjenjem temperature tada se gustina vazduha \nmora povećavati sa povećanjem visine u skladu sa ISA uslovima(Međunarodnoj \nStandardnoj Atmosferi).";"Gustina vazduha se povećava sa povećanjem relativne vlažnosti vazduha.";"Efekat promene temperature vazduha na gustinu vazduha je mnogo veći od efekta koji \nnastaje promenom atmosferskog pritiska";"A";"meteo"
"317";"Dnevna varijacija temperature je:";"Smanjena u uslovima oblačnosti";"Veća iznad mora nego iznad zemlje";"Manja je iznad pustinjskih površina nego iznad površina sa niskim rastinjem \n(stepe,savane,…)";"Povećana u uslovima povećanja brzine vetra";"A";"meteo"
"318";"Ukoliko je temperatura konstantna sa povećanjem visine, dobijamo:";"Izotermni sloj";"Izohipsu";"Inverziju";"Smanjenje vertikalnog gradijenta";"A";"meteo"
"319";"Dolina kao sistem raspodele pritiska povezana je sa pojavom na površini zemlje :";"Konvergentne zone vazdušnog strujanja koje nastaju usled povećane oblačnosti i pojave \npadavina";"Divergentne zone vazdušnog strujanja koje nastaju usled povećane oblačnosti i pojave \npadavina";"Smirivanje vazdušnog strujanja koje nastaje usled povećane oblačnosti i pojave padavina";"Smirivanje vazdušnog strujanja koje nastaje usled smanjene oblačnosti i pojave";"A";"meteo"
"320";"Tokom zimskih meseci, nastajanje kojih od navedenih vremenskih prilika je karakteristično za \npostojanje anticiklona";"Opšte smirivanje vremenskih prilika sa adijabatskim zagrevanjem, vedro nebo, inverzija";"Opšte smirivanje vremenskih prilika zbog uticaja hlađenja zemljine površine na formiranje \nproširenog oblaka";"Tokom dana, zagrevanje zemljine površine bi trebalo da utiče na formiranje nestabilne \natmosfere sa razvojem konvektivnog oblaka.";"Tokom noći, kako se zemljina površina hladi,trebalo bi da dođe do povećanja vertikalnog \nrazvoja oblaka";"A";"meteo"
"321";"Dnevna varijacija temperature na površini zemlje će :";"Smanjiti se sa povećanjem brzine vetra";"Biti nepromenjena sa promenom brzine vetra";"Povećati se sa povećanjem brzine vetra";"Biti minimalna u mirnoj atmosferi";"A";"meteo"
"322";"Oblačnost će smanjiti dnevnu varijaciju temperature na površini zemlje zbog:";"Refleksije dolazeće sunčeve radijacije od zemljine površine prema atmosferi i refleksije \nradijacije zemljine površine od oblaka prema sloju zemljine površine";"Refleksije dolazeće sunčeve radijacije od zemljine površine prema atmosferi i refleksije \nodlazeće radijacije zemljine površine ka zemlji";"Refleksije dolazeće sunčeve radijacije zagrejane konvekcijom od zemljine površine prema \natmosferi zaustavljajući se na sloju oblaka";"Oblaci zaustavljaju sunčeve zrake koji prolaze skroz do zemlje i takođe smanjuju odlaznu \nkondukciju";"A";"meteo"
"323";"Oblast sa malim gradijentom pritiska između dva centra niskog ili visokog vazdušnog pritiska naziva se:";"COL";"Dolina";"Greben";"Sedlo";"A";"meteo"
"324";"Metod po kom energija se transformiše iz jednog oblika u drugi sa kojim je u kontaktu naziva se:";"Kondukcija";"Radijacija";"Konvenkcija";"Latentna";"A";"meteo"
"325";"Sunce daje _______ količinu energije talasima _________ talasnih dužina. Zemlja daje relativno \n_____količinu energije talasima relativno_______ talasnih dužina";"Veliku / Kratkih / Malu / Dugih";"Veliku / Dugih / Malu / Kratkih";"Malu / Kratkih / Veliku / Dugih";"Veliku / Dugih / Malu / Kratkih";"A";"meteo"
"326";"Inverzija je kada se :";"Povećava temperatura sa povećanjem visine";"Ne postoji horizontalni temperaturni gradijent";"Temperatura ne menja sa promenom visine";"Smanjuje temperatura sa povećanjem visine";"A";"meteo"
"327";"Koje od navedenih tvrđenja najbliže opisuje COL?";"Površina široko razmaknutih izobara između dva centra niskog i visokog vazdušnog pritiska";"Površina između dva centra visokog vazdušnog pritiska gde su izobare veoma blizu.";"Proširenje centra visokog vazdušnog pritiska";"Proširenje centra niskog vazdušnog pritiska";"A";"meteo"
"328";"Greben kao sistem raspodele vazdušnog pritiska se odnosi na:";"Smirivanje vazdušnog strujanja,divergenciju na površini zemlje prouzrokujući vedro nebo i \nlošu vidljivost";"Konvergenciju na površini zemlje prouzrokujući povećanu oblačnost i pojavu padavina";"Divergenciju na površini zemlje prouzrokujući poboljšanje vidljivosti na površini zemlje";"Smirivanje vazdušnog strujanja pa divergenciju na površini zemlje prouzrokujući rasturanje \noblaka i još više padavina";"A";"meteo"
"329";"Kada letimo ka polju niskog vazdušnog pritiska(Ciklonu) na konstantnoj indiciranoj visini, stvarna visina \nće biti:";"Manja od indicirane";"Veća od indicirane";"Ista kao indicirana";"Manja od indicirane na početku a kasnije ima istu vrednost kao indicirana";"A";"meteo"
